Klassenname,Beschreibung,Studio Name,Standort,Kategorie,Datum,URL_E,Zeit
,"Beim freien Training könnt ihr euch austoben, Sachen vertiefen, wiederholen, Kraft aufbauen und entdecken. Euch steht unser Studio und Equipment zur Verfügung. WICHTIG: Es findet kein Unterricht statt sondern ihr nutzt das Studio um selber oder mit anderen zu trainieren. *Bitte storniert auch bei dieser Klasse rechtzeitig, damit andere Teilnehmer euren Platz ggf. Nutzen können. Eine Anmeldung ist bis 1 Stunde vor Kursbeginn möglich*",Stadtgazellen Studio,"Neulandstraße 12, 49084 Osnabrück",Poledance,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/01B_ibk7nvt,10:55 - 11:55
,"Eine Mischung aus Ballett, Yoga, Funktional Training, die dich ordentlich ins Schwitzen bringt und tolle Muskeln zaubert. Uns Versprochen: eine Menge Spaß macht es auch. HINWEIS: Wir empfehlen euch am besten eine Leggings oder eine andere eng anliegende Hose und ein Top/T-Shirt anzuziehen. Alle Kurse finden ab 4 Teilnehmern statt. Bitte beachten: Eine Abmeldung ist bis 10 Stunden vor Kursbeginn kostenfrei möglich, danach verfällt dein Credit. Wir bitten euch jedoch, dass ihr euch in diesem Fall aus organisatorischen Gründen trotzdem vom Kurs abmeldet (Spätabsage). Eine Anmeldung ist bis 2 Stunden vor Kursbeginn möglich",Stadtgazellen Studio,"Neulandstraße 12, 49084 Osnabrück",Stretching,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/Ue4aIdoIG1s,11:00 - 12:00
,"DIESER KURS FINDET ONLINE STATT! Die Aufzeichnung ist 7 Tage verfügbar. Eine Mischung aus Ballett, Yoga, Funktional Training, die dich ordentlich ins Schwitzen bringt und tolle Muskeln zaubert. Uns Versprochen: eine Menge Spaß macht es auch. HINWEIS: Wir empfehlen euch am besten eine Leggings oder eine andere eng anliegende Hose und ein Top/T-Shirt anzuziehen.",Stadtgazellen Studio,Online,Stretching,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/vp_WRjPIRAp,11:00 - 12:00
,"Beim freien Training könnt ihr euch austoben, Sachen vertiefen, wiederholen, Kraft aufbauen und entdecken. Euch steht unser Studio und Equipment zur Verfügung. WICHTIG: Es findet kein Unterricht statt sondern ihr nutzt das Studio um selber oder mit anderen zu trainieren. *Bitte storniert auch bei dieser Klasse rechtzeitig, damit andere Teilnehmer euren Platz ggf. Nutzen können. Eine Anmeldung ist bis 1 Stunde vor Kursbeginn möglich*",Stadtgazellen Studio,"Neulandstraße 12, 49084 Osnabrück",Poledance,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/Du1T2qOw9jM,12:10 - 13:10
,"In dieser Klasse legen wir den Fokus auf sinnvolle Techniken für unsere Flexibilität. Bei uns gibt es eine sinnvolle Mischung aus Mobility, klassischem Dehntraining und Neuro Athletik. Stretching und Flexibilität sind für das Pole Dance und Aerial Training ein wichtiger Faktor. In unseren Flexibility Kursen arbeiten wir nach neuesten (Sport-) wissenschaftlichen Erkenntnissen, um dich deinem Traum vom Spagat oder anderen Figuren näher zu bringen. Aber auch für alle anderen Sportler, Tänzer oder Menschen, die ihrem Körper etwas Gutes tun möchten, ist dieser Kurs spannend. Du brauchst: Matte, Handtuch, etwas zu trinken Ggf: Yoga Block, Yoga Gurt oder einen normalen Gürtel oder ein Resistance Band Alle Kurse finden ab 3 Teilnehmern statt. Bitte beachten: Eine Abmeldung ist bis 24 Stunden vor Kursbeginn kostenfrei möglich, danach verfällt dein Credit. Wir bitten euch jedoch, dass ihr euch in diesem Fall aus organisatorischen Gründen trotzdem vom Kurs abmeldet (Spätabsage). Eine Anmeldung ist bis 2 Stunden vor Kursbeginn möglich",Stadtgazellen Studio,"Neulandstraße 12, 49084 Osnabrück",Stretching,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/jIZ8tAzdvjd,12:15 - 13:15
,"DIESER KURS FINDET ONLINE STATT! Du wirst von Zuhause direkt in unser Studio weitergeleitet und kannst so in unserer Gruppe live am Kurs teilnehmen. Eine Aufzeichnung für späteres Nachholen der Klasse wird es weiterhin geben. Stretching und Flexibilität sind für das Pole Dance und Aerial Training ein wichtiger Faktor. In unseren Flexibility Kursen arbeiten wir nach neuesten (Sport-) wissenschaftlichen Erkenntnissen, um dich deinem Traum vom Spagat oder anderen Figuren näher zu bringen. Aber auch für alle anderen Sportler, Tänzer oder Menschen, die ihrem Körper etwas Gutes tun möchten, ist dieser Kurs spannend. Du brauchst: Matte, Handtuch, etwas zu trinken Ggf: Yoga Block, Yoga Gurt oder einen normalen Gürtel oder ein Resistance Band",Stadtgazellen Studio,Online,Stretching,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/class/Xjdnuxo8f6j,12:15 - 13:15
,"In unseren Kontorsionskursen lernen wir mit der erarbeiteten Kraft und Beweglichkeit komplexe und anspruchsvolle Haltungen zu realisieren. Nach einem gemeinsamen Warm Up vertiefen wir die Flexibilität und erlernen erste Kontorsions-Tricks wie Cheststands mit Support und Unterarmstände. Dafür aktivieren wir gezielt einzelne Muskeln und Bereiche im Körper, die für eine sichere Ausführung der jeweiligen Moves benötigt werden. Durch diesen isolierten Ansatz lernst Du Deine Stärken und Schwachstellen kennen, und kannst dadurch Dein Trainingsprogramm unter unserer Anleitung effizient nach Deinen individuellen Bedürfnisse gestalten. Für eine Teilnahme solltest Du eine saubere Brücke (Schultern in einer Linie über den Handgelenken) beherrschen. Klappt das noch nicht, solltest Du zuerst unseren Stretching Kurs Intensive Back besuchen. ***** In our contortion classes we learn to perform complex and challenging postures with the acquired strength and flexibility. After a joint warm-up we will deepen our flexibility and learn first contortion tricks, like supported cheststands and forearmstands. For that, we will selectively activate individual muscles and body parts which are needed for a safe execution of the respective move. Through this isolated approach you will get to know your strenghts and your weak points, which will allow you to efficiently design your training programme according to your individual needs with our guidance. For participation you should be able to do a clean bridge (with your shoulders on top of the wrists). If this isn't the case yet, please join our Stretching Intensive Back Class first.",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Kontorsion,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/fPJ_-c2,18:25 - 19:55
,"Dieser Kurs setzt ein selbständiges Warm-Up voraus und widmet sich fortgeschrittenen Kontorsions-Tricks wie Cheststand-Variationen und Kontorsions-Balancen. In jeder Klasse ist der Fokus auf jeweils einem fortgeschrittenen Trick, den wir mit intensiven vorbereitenden Übungen aufbauen. Für einige Tricks nehmen wir uns mehrere Wochen Zeit, um Deinen Lernprozess nachhaltig zu unterstützen, aber auch um Variationen und erste Choreographien zu entwickeln. Auf fortgeschrittenem Level ist es unverzichtbar, Deine persönlichen körperlichen Voraussetzungen bei der Definition Deiner Trainingsziele zu berücksichtigen. Wir unterstützen Dich dabei! Bitte wärme Dich 20 -30 Minuten vor Kursbeginn selbständig auf. Für den Kurs brauchst Du: ***** This class requires an independent self warm-up and is specifically dedicated to advanced contortion tricks like cheststand variations and contortion balances. Each class places the focus on one advanced trick, which we will work towards with preparatory exercises. For some tricks we take several weeks - not only to sustainably support your learning process, but also to develop variations and sequences. At advanced level it is crucial to take your personal physical conditions into consideration when defining your training goals. We are here to support you! Please warm up yourself 20 - 30 minutes before class For the class you will need:",IMA Intentional Movement Academy,Online,Kontorsion,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/wOhymbF,18:30 - 20:00
,"In diesem intensiven Stretching legen wir den Fokus komplett auf die Beine. Nach einem strukturierten Warm Up verbesserst Du mit konzentrierten Übungen die aktive Flexibilität und Kraft Deiner Beine, und erhöhst somit ihre Beweglichkeit. Wir lernen und verbessern den Spagat in allen Varianten: Front, Side und Middle Split. Dies ist nicht nur eine gute Voraussetzung für fortgeschrittenere Variationen wie Oversplits, Standspagat und Kontorsions-Tricks, sondern hilft Dir auch beim Erlernen akrobatischer Elemente und gibt Dir zudem schöne ästhetische Linien. ***** In this intensive stretching we focus entirely on legs. After a structured warm-up, you will increase active flexibility and strength of your legs with with specialized exercises, and therefore inhance their mobility. We will learn and improve the splits in all variations: Front, Side and Middle Splits. This is not only a good foundation for more advanced variations, like oversplits, standing splits or contortion tricks, it will also help you with learning acrobatic moves and will give you elegant and aesthetic lines.",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Stretching,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/HEcxFFd,20:10 - 21:25
,"In diesem intensiven Stretching legen wir den Fokus komplett auf die Beine und Seit-Spagat und Straddle. Nach einem strukturierten Warm Up verbesserst Du mit effektiven Übungen die aktive Flexibilität und Kraft Deiner Beine, und erweiterst somit ihre Beweglichkeit. Wir lernen und verbessern den Spagat mit wirksamen, sicheren und langjährig erprobten Methoden. Dies ist nicht nur eine gute Voraussetzung für fortgeschrittenere Variationen wie Oversplits, Standspagat und Kontorsions-Tricks, sondern hilft Dir auch beim Erlernen akrobatischer Elemente in anderen Disziplinen. Für den Kurs brauchst Du: ***** In this intensive stretching we focus completely on the legs and the side split and straddle. After a structured warm up, you will improve the active flexibility and strength of your legs with effective exercises, thus increasing their mobility. We will learn and improve the split using effective, safe and long-term proven methods. This is not only a good prerequisite for more advanced variations such as oversplits, standing splits, and contortion tricks, but also helps you learn acrobatic elements in other disciplines. For the class you will need:",IMA Intentional Movement Academy,Online,Stretching,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/OFHHYL9,12:00 - 13:00
,"Das intensive Training widmet sich gezielt der Verbesserung der Beweglichkeit des Rückens und der Schultern. Ein spezifisches Warm-Up und detaillierte Übungen für Dehnung und Kräftigung helfen Dir beim sicheren Erlernen einer sauberen Brücke. Diese ist die Basis für tiefere Rückbeugen und Voraussetzung für die Teilnahme an unseren Kontorsions-Klassen. Auch wenn Du schon Kontorsions-Klassen besuchst, empfehlen wir diese Klasse um weiter an einer gesunden und kraftvollen Rückenbeweglichkeit zu arbeiten. Das Training verbessert Deine allgemeine Körperhaltung und wirkt sich positiv auf die Gesundheit und Mobilität Deines Rückens aus. ***** This intensive training is dedicated to specifically improve back and shoulder flexibility. A targeted warm up and detailed exercises for stretching and strengthening will help you to safely learn and cleanly execute a bridge. The bridge is the foundation for learning deeper backbends, as well as the prerequisites for participating in our Contortion Classes. Even if you are already taking contortion classes, we recommend this class to continue working on healthy and powerful back flexibility. This training will improve your overall posture and has positive benefits on the health and mobility of your back.",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Stretching,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/rs-9za-,18:00 - 19:15
,"Dieser Kurs bietet ein vollendetes Ganzkörpertraining zur Verbesserung Deiner Flexibilität und Deines Körperbewusstseins und richtet sich an alle, die sich fitter und beweglicher fühlen wollen. Als idealen Trainingseinstieg lernst Du hier die grundlegenden Techniken und Kraftaufbauübungen für Dein weiteres Flexibiltitäts-Training, verbesserst Deine Bewegungsreichweite und löst Verspannungen im ganzen Körper. Aber auch mit Vorerfahrung profitierst Du und kannst mit diesem Kurs super zum Erhalt der erarbeiteten Trainingserfolge beitragen. ***** This class offers a comprehensive full-body workout to improve your flexibility and body awareness and is designed for anyone who wants to feel fitter and more flexible. As an ideal introduction to training, you will learn the basic techniques and strengthening exercises for your future flexibility training, improve your range of motion and release tension throughout your body. But even with previous experience you will benefit and can contribute to the maintenance of the acquired training progress.D",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Stretching,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/dO6tiqY,19:30 - 20:45
,"Aerial Hoop, auch bekannt als Lyra oder Luftring, ist eine Zirkuskunstform und eine Disziplin der Luftakrobatik. Es handelt sich um einen von der Decke hängenden Luftring, an dem verschiedene Tricks, Drehungen und Figuren durchgeführt werden. Auch ohne Vorerfahrung kannst Du in diesem Kurs die nötigen Muskeln und Koordination spielerisch aufbauen und lernst schöne Figuren, die in kleinen Sequenzen verbunden werden. Auf eine kreative Art und Weise nutzt Du Deine Kraft und Körperbeherrschung, um elegante und ästhetische Bewegungen in und um den Ring herum auszuführen. ***** Aerial hoop, also known as lyre or air ring, is a circus art form and a discipline of aerial acrobatics. It is an aerial ring suspended from the ceiling, on which various tricks, turns and figures are performed. Even without previous experience, you can playfully build the necessary muscles and coordination in this course and learn beautiful figures that will be combined in small sequences. In a creative way you use your strength and body control to perform elegant and aesthetic movements in and around the ring.",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Aerial Hoop,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/t2Xf7jy,19:35 - 21:05
,"Dieser Kurs setzt ein selbständiges Warm-Up voraus und widmet sich fortgeschrittenen Kontorsions-Tricks wie Cheststand-Variationen und Kontorsions-Balancen. In jeder Klasse ist der Fokus auf jeweils einem fortgeschrittenen Trick, den wir mit intensiven vorbereitenden Übungen aufbauen. Für die jeweiligen Tricks nehmen wir uns mehrere Wochen Zeit, um Deinen Lernprozess nachhaltig zu unterstützen, aber auch um Variationen und erste Choreographien zu entwickeln. Auf fortgeschrittenem Level ist es unverzichtbar, Deine persönlichen körperlichen Voraussetzungen bei der Definition Deiner Trainingsziele zu berücksichtigen. Wir unterstützen Dich dabei! Wenn Du neu bei uns bist und diesen Kurs besuchen willst, bitten wir Dich zunächst eine Kontorsion Beginner Klasse zu buchen oder uns per E-Mail zu kontaktieren. Das ist wichtig, damit wir sicher stellen können, dass das Kurslevel tatsächlich für Dich geeignet und sicher ist. Bitte sei 20 - 30 Minuten vor Kursbeginn da, um dich selbständig aufzuwärmen. ﻿ ***** This class requires an independent self warm-up and is specifically dedicated to advanced contortion tricks like cheststand variations and contortion balances. Each class places the focus on one advanced trick, which we will work towards with preparatory exercises. For these tricks we take several weeks - not only to sustainably support your learning process, but also to develop variations and sequences. At advanced level it is crucial to take your personal physical conditions into consideration when defining your training goals. We are here to support you! If you are new to our studio and want to attend this course, we ask you to book a Contortion Beginner class first or contact us by email. This is important so that we can make sure that the course level is actually suitable and safe for you. Please warm up yourself 20 - 30 minutes before class",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Kontorsion,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/PD01fud,18:30 - 20:00
,"Wenn Du bereits erste Erfahrungen im Aerial Hoop Hoop sammeln konntest und schon etwas Kraft aufgebaut hast, kannst Du an unserem Fortgeschrittenen Kurs teilnehmen. In diesem Kurs arbeiten wir an fortgeschrittenen Tricks, die in kleinen Choreographien künstlerisch verbunden werden. Der Kurs beinhaltet ein intensives Warmup mit gezielten Kraftübungen, Dehnungen und vorbereitenden Übungen. Voraussetzung für die Teilnahme sind mindestens 6 Monate Erfahrung am Luftring und die Beherrschung der Grundtechniken wie Aufgängen und Beginner Tricks. *************** If you have already gained some experience with Aerial Hoop and have already built up some strength, you can attend our advanced course. In this course, we work on advanced tricks that are artistically combined in small choreographies. The course includes an intensive warm up with targeted strength exercises, stretches and preparatory exercises. Prerequisites for participation are at least 6 months of experience in the Aerial Hoop and having mastered the basic techniques such as entrances and beginner tricks.",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Aerial Hoop,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/qhFaPz3,20:00 - 21:30
,"Angefangen bei Rollen über Räder bis hin zu Balancen auf Händen, Überschlägen oder Flickflacks lernst Du in diesem Kurs alles, was mit Akrobatik zu tun hat. Allein oder mit Partner - Akrobatik weckt Kindheitserinnerungen, wenn wir spielerisch und mit viel Spaß selbst an herausfordernden Skills arbeiten. Sehr schnell wirst Du einen Kraftzuwachs im Schultergürtel feststellen, Dein Core wird sich festigen und Deine Balance verbessert. Je nach Teilnehmer-Level integrieren wir nach und nach Boden- sowie Partnerakrobatik aller Couleur. Die perfekte Verbindung von Spaß, Kraft und Eleganz! ***** Starting with rolls and wheels to balances on hands, flips or flickflacks, you will learn everything that has to do with acrobatics in this course. Alone or with a partner, acrobatics will bring back childhood memories as we work on challenging skills in a fun and playful way. Very quickly you will notice an increase in strength in your shoulder girdle, your core will strengthen and your balance will improve. Depending on the level of the participants, we will gradually integrate floor and partner acrobatics of all kinds. The perfect combination of fun, strength and elegance!",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Akrobatik,"Mittwoch, 24. Januar 2024",https://www.eversports.de/e/class/IFb2ppr,20:10 - 21:25
,"Das intensive Training widmet sich gezielt der Verbesserung der Beweglichkeit des Rückens und der Schultern. Ein spezifisches Warm Up und detaillierte Übungen für Dehnung und Kräftigung helfen Dir beim sicheren Erlernen einer sauberen Brücke. Diese ist die Basis für tiefere Rückbeugen und Voraussetzung für die Teilnahme an unseren Kontorsions-Klassen. Außerdem verbessert das Training Deine allgemeine Körperhaltung und wirkt sich positiv auf die Gesundheit und Vitalität Deines Rückens aus. Für den Kurs brauchst Du: ***** This intensive training is dedicated to specifically improve back and shoulder flexibility. A targeted warm-up and detailed exercises for stretching and strengthening will help you to safely learn and cleanly execute a bridge. The bridge is the foundation for learning deeper backbends, as well as the condition for participating in our Contortion Classes. Moreover, this training will improve your overall posture and has positive benefits on the health and vitality of your back. For the class you will need:",IMA Intentional Movement Academy,Online,Stretching,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/lCVaRaO,12:00 - 13:00
,"Aerial Hammock ist eine Art der Luftakrobatik, bei der in und an von der Decke hängenden Tuchschlaufen Tricks und Sequenzen ausgeführt werden. Die Tücher kennst Du vielleicht schon von Aerial Yoga. Anders als dort konzentriert sich Aerial Hammock eher auf akrobatischere und kreativere Ausführungen in der Luft. Auch als Anfänger kannst Du mit viel Spaß sehr schnell die nötige Kraft aufbauen, Deine Flexibilität verbessern und Deine Koordination und Körperwahrnehmung schulen. Du lernst eindrucksvolle Tricks und ästhetische Sequenzen, die wir zu Choreografien verbinden. Aerial Hammock ist ein optimales Ganzkörper-Training und der perfekte Einstieg in die Welt der Lufakrobatik! **** Aerial Hammock is a type of aerial acrobatics that involves performing tricks and sequences in and on loops of fabric hanging from the ceiling. You may already know the loops from Aerial Yoga. Unlike there, Aerial Hammock focuses more on rather acrobatic and creative executions in the air. Even as a beginner you can quickly build up the necessary strength, improve your flexibility and train your coordination and body awareness. You will learn impressive tricks and aesthetic sequences, which we will combine into choreographies. Aerial Hammock is an optimal whole-body workout and the perfect introduction to the world of aerial acrobatics!",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Aerial Hammock,"Donnerstag, 25. Januar 2024",https://www.eversports.de/e/class/UGM-7vT,20:15 - 21:45
,"In diesem intensiven Stretching legen wir den Fokus komplett auf die Beine und trainieren gezielt Front Splits. Nach einem strukturierten Warm Up verbesserst Du mit konzentrierten Übungen die aktive Flexibilität und Kraft Deiner Beine, und erweiterst somit ihre Beweglichkeit. Wir lernen und verbessern den Spagat mit wirksamen, sicheren und langfristig bewährten Methoden. Dies ist nicht nur eine gute Voraussetzung für fortgeschrittenere Variationen wie Oversplits, Standspagat und Kontorsions-Tricks, sondern hilft Dir auch beim Erlernen akrobatischer Elemente und gibt Dir zudem schöne ästhetische Linien. Für den Kurs brauchst Du:   ***** In this intensive stretching we focus completely on the legs and the front split. After a structured warm up, you will improve the active flexibility and strength of your legs with effective exercises, thus increasing their mobility. We will learn and improve the split using effective, safe and long-term proven methods. This is not only a good prerequisite for more advanced variations such as oversplits, standing splits, and contortion tricks, but also helps you learn acrobatic elements in other disciplines. For the class you will need:",IMA Intentional Movement Academy,Online,Stretching,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/j2bg6mH,12:00 - 13:00
,"In unseren Kontorsionskursen lernen wir mit der erarbeiteten Kraft und Beweglichkeit komplexe und anspruchsvolle Haltungen zu realisieren. Nach einem gemeinsamen Warm Up vertiefen wir die Flexibilität und erlernen erste Kontorsions-Tricks wie Cheststands mit Support und Unterarmstände. Dafür aktivieren wir gezielt einzelne Muskeln und Bereiche im Körper, die für eine sichere Ausführung der jeweiligen Moves benötigt werden. Durch diesen isolierten Ansatz lernst Du Deine Stärken und Schwachstellen kennen, und kannst dadurch Dein Trainingsprogramm unter unserer Anleitung effizient nach Deinen individuellen Bedürfnisse gestalten. Für eine Teilnahme solltest Du eine saubere Brücke (Schultern in einer Linie über den Handgelenken) beherrschen. Klappt das noch nicht, solltest Du zuerst unseren Stretching Kurs Intensive Back besuchen. ***** In our contortion classes we learn to perform complex and challenging postures with the acquired strength and flexibility. After a joint warm-up we will deepen our flexibility and learn first contortion tricks, like supported cheststands and forearmstands. For that, we will selectively activate individual muscles and body parts which are needed for a safe execution of the respective move. Through this isolated approach you will get to know your strenghts and your weak points, which will allow you to efficiently design your training programme according to your individual needs with our guidance. For participation you should be able to do a clean bridge (with your shoulders on top of the wrists). If this isn't the case yet, please join our Stretching Intensive Back Class first.",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Kontorsion,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/_crtZEW,17:30 - 19:00
,"In diesem intensiven Stretching legen wir den Fokus komplett auf die Beine. Nach einem strukturierten Warm Up verbesserst Du mit konzentrierten Übungen die aktive Flexibilität und Kraft Deiner Beine, und erhöhst somit ihre Beweglichkeit. Wir lernen und verbessern den Spagat in allen Varianten: Front, Side und Middle Split. Dies ist nicht nur eine gute Voraussetzung für fortgeschrittenere Variationen wie Oversplits, Standspagat und Kontorsions-Tricks, sondern hilft Dir auch beim Erlernen akrobatischer Elemente und gibt Dir zudem schöne ästhetische Linien. ***** In this intensive stretching we focus entirely on legs. After a structured warm-up, you will increase active flexibility and strength of your legs with with specialized exercises, and therefore inhance their mobility. We will learn and improve the splits in all variations: Front, Side and Middle Splits. This is not only a good foundation for more advanced variations, like oversplits, standing splits or contortion tricks, it will also help you with learning acrobatic moves and will give you elegant and aesthetic lines.",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Stretching,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/PO1-3st,18:00 - 19:15
,"Egal, ob Du gerade startest, Handstände und Unterarmstände zu lernen, oder ob Du Deine Technik und Balance verbessern und ausbauen willst: In diesem Kurs wirst Du alle Grundlagen lernen und vertiefen, sowie erste Variationen beim Balancieren auf den Händen üben. Vorbereitende Übungen geben Dir Sicherheit und Selbstvertrauen. Akrobatische Basics und funktionelle Übungen helfen bei der Optimierung deiner Haltung durch Aufbau von Kraft, Mobilität und Balance für das freie Stehen. Für Geübte integrieren wir Shapes wie Tuck, Straddle, Pike und Rückbeugen, und trainieren erste Kombinationen, sowie Eingänge und Übergänge. ***** Whether you are just starting out to learn handstands and forearmstands, or already have experience and want to improve and expand your balancing and technique: In this class you will learn and deepen all basics, as well as first variations for balancing upside down. Preparatory exercises will give you confidence and keep you safe. Acrobatic foundations and functional drills will help you optimize your alignment by building strength, mobility and skill for your freestanding handstand. For experienced practitioners we will integrate shapes like tuck, straddle, pike and backbends, train sequences as well as entrances and transitions.",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Handstand,"Freitag, 26. Januar 2024",https://www.eversports.de/e/class/X1vKt4A,19:20 - 20:35
,"In unseren Kontorsionskursen lernen wir mit der erarbeiteten Kraft und Beweglichkeit komplexe und anspruchsvolle Haltungen zu realisieren. Nach einem gemeinsamen Warm Up vertiefen wir die Flexibilität und erlernen erste Kontorsions-Tricks wie Cheststands mit Support und Unterarmstände. Dafür aktivieren wir gezielt einzelne Muskeln und Bereiche im Körper, die für eine sichere Ausführung der jeweiligen Moves benötigt werden. Durch diesen isolierten Ansatz lernst Du Deine Stärken und Schwachstellen kennen, und kannst dadurch Dein Trainingsprogramm unter unserer Anleitung effizient nach Deinen individuellen Bedürfnisse gestalten. Für eine Teilnahme solltest Du eine saubere Brücke (Schultern in einer Linie über den Handgelenken) beherrschen. Klappt das noch nicht, solltest Du zuerst unseren Stretching Kurs Intensive Back besuchen. ***** In our contortion classes we learn to perform complex and challenging postures with the acquired strength and flexibility. After a joint warm-up we will deepen our flexibility and learn first contortion tricks, like supported cheststands and forearmstands. For that, we will selectively activate individual muscles and body parts which are needed for a safe execution of the respective move. Through this isolated approach you will get to know your strenghts and your weak points, which will allow you to efficiently design your training programme according to your individual needs with our guidance. For participation you should be able to do a clean bridge (with your shoulders on top of the wrists). If this isn't the case yet, please join our Stretching Intensive Back Class first.",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Kontorsion,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/fPJ_-c2,18:25 - 19:55
,"Dieser Kurs setzt ein selbständiges Warm-Up voraus und widmet sich fortgeschrittenen Kontorsions-Tricks wie Cheststand-Variationen und Kontorsions-Balancen. In jeder Klasse ist der Fokus auf jeweils einem fortgeschrittenen Trick, den wir mit intensiven vorbereitenden Übungen aufbauen. Für einige Tricks nehmen wir uns mehrere Wochen Zeit, um Deinen Lernprozess nachhaltig zu unterstützen, aber auch um Variationen und erste Choreographien zu entwickeln. Auf fortgeschrittenem Level ist es unverzichtbar, Deine persönlichen körperlichen Voraussetzungen bei der Definition Deiner Trainingsziele zu berücksichtigen. Wir unterstützen Dich dabei! Bitte wärme Dich 20 -30 Minuten vor Kursbeginn selbständig auf. Für den Kurs brauchst Du: ***** This class requires an independent self warm-up and is specifically dedicated to advanced contortion tricks like cheststand variations and contortion balances. Each class places the focus on one advanced trick, which we will work towards with preparatory exercises. For some tricks we take several weeks - not only to sustainably support your learning process, but also to develop variations and sequences. At advanced level it is crucial to take your personal physical conditions into consideration when defining your training goals. We are here to support you! Please warm up yourself 20 - 30 minutes before class For the class you will need:",IMA Intentional Movement Academy,Online,Kontorsion,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/wOhymbF,18:30 - 20:00
,"In diesem intensiven Stretching legen wir den Fokus komplett auf die Beine. Nach einem strukturierten Warm Up verbesserst Du mit konzentrierten Übungen die aktive Flexibilität und Kraft Deiner Beine, und erhöhst somit ihre Beweglichkeit. Wir lernen und verbessern den Spagat in allen Varianten: Front, Side und Middle Split. Dies ist nicht nur eine gute Voraussetzung für fortgeschrittenere Variationen wie Oversplits, Standspagat und Kontorsions-Tricks, sondern hilft Dir auch beim Erlernen akrobatischer Elemente und gibt Dir zudem schöne ästhetische Linien. ***** In this intensive stretching we focus entirely on legs. After a structured warm-up, you will increase active flexibility and strength of your legs with with specialized exercises, and therefore inhance their mobility. We will learn and improve the splits in all variations: Front, Side and Middle Splits. This is not only a good foundation for more advanced variations, like oversplits, standing splits or contortion tricks, it will also help you with learning acrobatic moves and will give you elegant and aesthetic lines.",IMA Intentional Movement Academy,"Prenzlauer Promenade 189, 13189 Berlin",Stretching,"Montag, 22. Januar 2024",https://www.eversports.de/e/class/HEcxFFd,20:10 - 21:25
,"In diesem intensiven Stretching legen wir den Fokus komplett auf die Beine und Seit-Spagat und Straddle. Nach einem strukturierten Warm Up verbesserst Du mit effektiven Übungen die aktive Flexibilität und Kraft Deiner Beine, und erweiterst somit ihre Beweglichkeit. Wir lernen und verbessern den Spagat mit wirksamen, sicheren und langjährig erprobten Methoden. Dies ist nicht nur eine gute Voraussetzung für fortgeschrittenere Variationen wie Oversplits, Standspagat und Kontorsions-Tricks, sondern hilft Dir auch beim Erlernen akrobatischer Elemente in anderen Disziplinen. Für den Kurs brauchst Du: ***** In this intensive stretching we focus completely on the legs and the side split and straddle. After a structured warm up, you will improve the active flexibility and strength of your legs with effective exercises, thus increasing their mobility. We will learn and improve the split using effective, safe and long-term proven methods. This is not only a good prerequisite for more advanced variations such as oversplits, standing splits, and contortion tricks, but also helps you learn acrobatic elements in other disciplines. For the class you will need:",IMA Intentional Movement Academy,Online,Stretching,"Dienstag, 23. Januar 2024",https://www.eversports.de/e/class/OFHHYL9,12:00 - 13:00
