PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,Ratingscore,Reviewanzahl,Rating Faktoren,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Bildergalerie,Created Date,Updated Date
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",AliciaPoledanceZum StundenplanJohannaTanzenPoledanceZum StundenplanPhilippPoledanceAerial HoopZum StundenplanXeniaTanzenZum Stundenplan,,,[], info@pole-oase.de,https://pole-oase.de/,+49 15785939882,https://www.eversports.de/s/pole-oase/team,"['Poledance', 'Tanzen', 'Poledance', 'Poledance', 'Aerial Hoop', 'Tanzen']",Zum Stundenplan,"['https://files.eversports.com/6debfbac-5718-47a9-ad52-8289481f7569/img_20180321_172157jpg-x-large.webp', 'https://files.eversports.com/72a8cdfb-06af-48cf-8c2f-89fb17df9ce4/hoop-raumjpg-small.webp', 'https://files.eversports.com/e76a3020-f4d1-49ea-96da-a613ea9478ee/chest-pressjpg-small.webp']",2024-01-24 22:14:50,2024-01-24 22:14:50
,"['Geislinger Straße 2 ', ' 73326 Deggingen']",73326,Deggingen,Geislinger Straße 2 ,"['Übersicht', 'Trainings', 'Workshops', 'Videos', 'Preise', 'Team']","Wir bieten Pole Sport Erwachsene sowie Stretchingkurse an. Erlerne eine Sportart, durch welche du mit viel Spaß und Erfolgserlebnissen deinen gesamten Körper trainieren kannst. Egal welches Alter, Trainingsstand und Vorkenntnisse, Pole Sport kann Jeder lernen. Das Einzige was du dazu benötigst: Lust etwas Neues auszuprobieren. Melde dich gerne per Mail zu einer Probestunde an.",5,40 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", info@poleacrobatics.net,https://www.poleacrobatics.net,017656858011,https://www.eversports.de/s/pole-acrobatics,"['Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Aerial Dance', 'Stretching', '40 Rezensionen', 'Poledance', 'Power Pole', 'Stretching', 'Handstand', 'Floorwork', 'Chairdance', 'Aerial Dance', 'Polesport']",Kostenlos Schnuppern,"['https://files.eversports.com/830c9f96-a68a-4da5-8cbc-e7a2f7641050/a0cc2761-5b6b-4f41-856c-1a809cba359djpeg-x-large.webp', 'https://files.eversports.com/adf19f5b-b022-412f-9445-ce65fae74493/7ef67a7f-8b81-4d42-a655-872b4f695a99jpeg-small.webp', 'https://files.eversports.com/e0bf1129-fe29-4d0d-a256-7e5399fb3226/pw_08303-1_swjpg-small.webp', 'https://files.eversports.com/b1e3010a-c2ef-4a52-85fd-1c09cab60970/bd5f35e2-7ee8-4b51-bd1b-5b7dc1d294fbjpeg-small.webp', 'https://files.eversports.com/6492df94-766c-4651-aaef-a8a294f15dbe/pw_06755-1jpg-small.webp']",2024-01-24 22:15:09,2024-01-24 22:15:09
,,,,,[],,,,[],,,,https://www.eversports.de/s/pole-acrobatics/videos,[],,[],2024-01-24 22:15:15,2024-01-24 22:15:15
,,,,,"['Übersicht', 'Trainings', 'Workshops', 'Videos', 'Preise', 'Team']",SelinaPoledancePower Pole+ 3Zum StundenplanKatharina PoledancePower Pole+ 2Zum StundenplanSteffiPoledanceAerial Dance+ 1Zum StundenplanMeliStretchingZum Stundenplan,,,[], info@poleacrobatics.net,https://www.poleacrobatics.net,017656858011,https://www.eversports.de/s/pole-acrobatics/team,"['Poledance', 'Power Pole', 'Poledance', 'Power Pole', 'Poledance', 'Aerial Dance', 'Stretching']",Zum Stundenplan,"['https://files.eversports.com/830c9f96-a68a-4da5-8cbc-e7a2f7641050/a0cc2761-5b6b-4f41-856c-1a809cba359djpeg-x-large.webp', 'https://files.eversports.com/adf19f5b-b022-412f-9445-ce65fae74493/7ef67a7f-8b81-4d42-a655-872b4f695a99jpeg-small.webp', 'https://files.eversports.com/e0bf1129-fe29-4d0d-a256-7e5399fb3226/pw_08303-1_swjpg-small.webp', 'https://files.eversports.com/b1e3010a-c2ef-4a52-85fd-1c09cab60970/bd5f35e2-7ee8-4b51-bd1b-5b7dc1d294fbjpeg-small.webp', 'https://files.eversports.com/6492df94-766c-4651-aaef-a8a294f15dbe/pw_06755-1jpg-small.webp']",2024-01-24 22:15:16,2024-01-24 22:15:16
,"['Deininger Weg 94 ', ' 92318 Neumarkt in der Oberpfalz']",92318,Neumarkt,Deininger Weg 94 ,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']","BALANCE Neumarkt ist ein Kursstudio mit einem sehr breiten Online- und Studioprogramm. Es befindet sich in Neumarkt in der Oberpfalz, unweit von der Bushaltestelle Regensburger Straße. Angeboten werden Tanzkurse (Jazz Dance, Dance Kids, Streedance & Funky Jazz), Poledance, Yoga, Pilates, Sings und vieles mehr. Bei BALANCE Neumarkt werden sowohl regelmäßige Klassen als auch aufbauende Kurse und einmalige Workshops angeboten. Seit 2020 steht allen Kunden eine Online-Videothek zur Verfügung. Videos können einzeln gekauft oder mit dem entsprechenden Service erworben werden.","4,9",97 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.8']", studio@balance-neumarkt.de,http://www.balance-neumarkt.de,+49 160 80 20 246,https://www.eversports.de/s/BALANCE-Neumarkt,"['Pilates', 'Tanzen', 'Pilates', 'Yoga', 'Fitness', 'Pilates', 'Fitness', 'Pilates', 'Poledance', 'Tanzen', '97 Rezensionen', 'Pilates', 'Tanzen', 'Yoga', 'Aerobic', 'Poledance', 'Aerial Yoga', 'Akrobatik', 'Stretching', 'Entspannung', 'Online Klasse', 'Workout', 'Erwachsenentraining', 'Step']",Kostenlos Schnuppern,"['https://files.eversports.com/2493ff0c-9257-4c4b-8649-4fc92c88fee6/_22b1088jpg-x-large.webp', 'https://files.eversports.com/66d71b42-f550-4657-92d3-ff4059adec8d/dmf_1486_bear-kljpg-small.webp', 'https://files.eversports.com/49aca1c7-832b-40ec-8e04-a0b8ddae3920/img_8478jpg-small.webp', 'https://files.eversports.com/ac35e570-bb6d-4d64-a297-40ee860889d8/img_8356jpg-small.webp', 'https://files.eversports.com/c263712d-f37a-49a6-8e7c-c57a80b8ef05/dsc_0091_bearjpg-small.webp']",2024-01-24 22:15:37,2024-01-24 22:15:37
,,,,,[],,,,[],,,,https://www.eversports.de/s/BALANCE-Neumarkt/videos,[],,[],2024-01-24 22:18:25,2024-01-24 22:18:25
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']",RenatePilatesTanzen+ 3Zum StundenplanAlexandraPilatesYoga+ 4Zum StundenplanSilkeFitnessPilates+ 4Zum StundenplanVera G.FitnessPilates+ 4Zum StundenplanAlinaPoledanceTanzenZum StundenplanJosiPoledanceTanzen+ 2Zum StundenplanAnjaFitnessPilates+ 1Zum StundenplanSteffiFitnessPilates+ 5Zum StundenplanElisaYogaStretching+ 5Zum StundenplanFrontDeskZum StundenplanGastlehrerZum StundenplanIvonnePilatesStretching+ 2Zum StundenplanJessiTanzenZum StundenplanNikolaTanzenAerial Yoga+ 1Zum StundenplanVera B.FitnessTanzen+ 1Zum Stundenplan,,,[], studio@balance-neumarkt.de,http://www.balance-neumarkt.de,+49 160 80 20 246,https://www.eversports.de/s/BALANCE-Neumarkt/team,"['Pilates', 'Tanzen', 'Pilates', 'Yoga', 'Fitness', 'Pilates', 'Fitness', 'Pilates', 'Poledance', 'Tanzen', 'Poledance', 'Tanzen', 'Fitness', 'Pilates', 'Fitness', 'Pilates', 'Yoga', 'Stretching', 'Pilates', 'Stretching', 'Tanzen', 'Tanzen', 'Aerial Yoga', 'Fitness', 'Tanzen']",Zum Stundenplan,"['https://files.eversports.com/2493ff0c-9257-4c4b-8649-4fc92c88fee6/_22b1088jpg-x-large.webp', 'https://files.eversports.com/66d71b42-f550-4657-92d3-ff4059adec8d/dmf_1486_bear-kljpg-small.webp', 'https://files.eversports.com/49aca1c7-832b-40ec-8e04-a0b8ddae3920/img_8478jpg-small.webp', 'https://files.eversports.com/ac35e570-bb6d-4d64-a297-40ee860889d8/img_8356jpg-small.webp', 'https://files.eversports.com/c263712d-f37a-49a6-8e7c-c57a80b8ef05/dsc_0091_bearjpg-small.webp']",2024-01-24 22:18:25,2024-01-24 22:18:25
,"['Fabrikstraße 21 ', ' 64625 Bensheim']",64625,Bensheim,Fabrikstraße 21 ,"['Übersicht', 'Klassen', 'Preise', 'Team']","Das Center of Moving Arts liegt 100m entfernt vom Edeka Jakobi Center in Bensheim. Das Studio hat 3 Tanzräume und eine gemütliche Bar mit über 700qm. Liebevoll eingerichtet mit einer Lounge erwartet dich ein Tanzzentrum mit Stil und Charme im ""Industrial - Look"". Du kannst frei nach belieben Kurse wie Pole-Dance, Aerial Hoop, Hip Hop / New Style / Millennium Classes / Videoclip, Jazz / Modern / Contemporary, Bungee Dance und Yoga buchen. Die ausnahmslos professionell ausgebildete Dance-Coaches sorgen in jedem Style für Energie, Niveau und Spaß. Du erreichst das Center of Moving Arts zu Fuß in 10min vom Hauptbahnhof und hast direkt vor unserem Center Parkmöglichkeiten.","4,9",22 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.9', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", info@center-of-moving-arts.de,http://www.center-of-moving-arts.de,+4962519447196,https://www.eversports.de/s/center-of-moving-arts,"['Tanzen', 'Hip Hop', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Tanzen', 'Hip Hop', 'Hip Hop', 'Tanzen', '22 Rezensionen', 'Fitness', 'Tanzen', 'Yoga', 'Hip Hop', 'Poledance', 'Ballett', 'Aerial Hoop', 'Moderner Tanz', 'Streetdance', 'Urban']",1 Angebot für Neukund:innen,"['https://files.eversports.com/b8aaa043-16a2-4948-b545-0df8fc0332ed/img_1649jpg-x-large.webp', 'https://files.eversports.com/6286b9ef-32fe-4a96-99b5-8cff0c2551db/img_1720-e1504682544193jpg-small.webp']",2024-01-24 22:18:35,2024-01-24 22:18:35
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",PatrickTanzenHip Hop+ 3Zum StundenplanJoschkaFitnessTanzen+ 8Zum StundenplanLauraFitnessTanzen+ 8Zum StundenplanSabrinaTanzenHip Hop+ 3Zum StundenplanElisabethHip HopTanzen+ 8Zum StundenplanDaliahHip HopAerial Hoop+ 3Zum StundenplanEllaFitnessTanzen+ 8Zum StundenplanKaiTanzenHip Hop+ 3Zum StundenplanLuisaBallettModerner Tanz+ 2Zum StundenplanIsabelYogaTanzen+ 8Zum StundenplanJenniferTanzenHip Hop+ 3Zum StundenplanLaraFitnessTanzen+ 8Zum StundenplanLisaHip HopPoledance+ 3Zum StundenplanSamiraTanzenHip Hop+ 3Zum StundenplanSunisaTanzenHip Hop+ 3Zum Stundenplan,,,[], info@center-of-moving-arts.de,http://www.center-of-moving-arts.de,+4962519447196,https://www.eversports.de/s/center-of-moving-arts/team,"['Tanzen', 'Hip Hop', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Tanzen', 'Hip Hop', 'Hip Hop', 'Tanzen', 'Hip Hop', 'Aerial Hoop', 'Fitness', 'Tanzen', 'Tanzen', 'Hip Hop', 'Ballett', 'Moderner Tanz', 'Yoga', 'Tanzen', 'Tanzen', 'Hip Hop', 'Fitness', 'Tanzen', 'Hip Hop', 'Poledance', 'Tanzen', 'Hip Hop', 'Tanzen', 'Hip Hop']",Zum Stundenplan,"['https://files.eversports.com/b8aaa043-16a2-4948-b545-0df8fc0332ed/img_1649jpg-x-large.webp', 'https://files.eversports.com/6286b9ef-32fe-4a96-99b5-8cff0c2551db/img_1720-e1504682544193jpg-small.webp']",2024-01-24 22:21:44,2024-01-24 22:21:44
,"['Ückendorfer Straße 121 ', ' 45886 Gelsenkirchen']",45886,Gelsenkirchen,Ückendorfer Straße 121 ,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Herzlich Willkommen bei Ramonas Tanzschmiede!Seit 2018 finden Sie uns in Gelsenkirchen Ückendorf, mit Tanzkursen ab 2 Jahren, bis hin ins hohe Erwachsenenalter.Unser Angebot umfasst verschiedenste Tanzstile:Hier finden Sie alles, angefangen bei Eltern- Kind Tanzen, über teilbegleitetes Tanzen, bis hin zu kreativem Kindertanz, Hip Hop, Jazzdance, Contemporary, Dancehall, Twerk, Streetdance, Showdance, Heels, Chair Dance, Pole Dance und Ballett. Werfen Sie hierzu einen Blick in unseren Kursplan und die jeweiligen Kursbeschreibungen!Zusätzlich bieten wir die Möglichkeiten, Junggesellinnenabschiede (JGA), Kindergeburtstage und Hochzeitstanzstunden in unseren Räumlichkeiten zu buchen.Gerne kommen wir auch zu Ihrer Veranstaltung und gestalten dort ein buntes Programm für Sie!Unsere Auftrittserfahrungen reichen von kleinen Gemeindefesten, über Großveranstaltungen, wie den Duisburger Tanztagen, bis hin zu professionellen Theatershows und Tourneen.",5,11 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", kontakt@ramonas-tanzschmiede.de,http://www.ramonas-tanzschmiede.de,+49 1758535222,https://www.eversports.de/s/Ramonas-Tanzschmiede,"['Tanzen', 'Zumba', 'Tanzen', 'Hip Hop', 'Tanzen', 'Kindergeburtstag', 'Tanzen', 'Hip Hop', 'Poledance', 'Tanzen', '11 Rezensionen', 'Fitness', 'Gymnastik', 'Tanzen', 'Zumba', 'Hip Hop', 'Poledance', 'Salsa', 'Ballett', 'Bootcamp', 'Kindergeburtstag', 'Floorwork', 'Lapdance', 'Chairdance', 'Kindersport', 'Eltern und Kind', 'twerXout®', 'Kindertanz', 'Moderner Tanz', 'Streetdance', 'Bachata', 'Heels', 'Online Klasse', 'Bachata Dominicana', 'Strong Nation®', 'Kindertraining', 'Tanz-Fitness', 'Contemporary Dance', 'Twerken', 'Gr. Kindergeburtstag', 'Dancehall', 'Line Dance', 'Körperarbeit', 'Kindergeburtstag HipHop', 'Kinderballett', 'Ganzkörpertraining', 'Jazztanz', 'Contemporary Dance', 'Bühnentanz', 'Dance Fitness', 'Hochzeitstanz', 'Kraft', 'Ganzkörpertraining', 'Aktivitäten für Kinder', 'Aktivitäten für Erwachsene', 'Aktivitäten für Kinder und Erwachsene', 'Arbeit', 'Female Dance']",Zum Stundenplan,"['https://files.eversports.com/218993ef-4938-462d-a8bf-e87030d4c154/ramonas-tanzschmiede-tanzgala-18_06_2023-1985jpg-x-large.webp', 'https://files.eversports.com/a103fdb8-5c40-4f81-a0af-b549421c7ae9/twerxoutjpg-small.webp', 'https://files.eversports.com/2b6f4c07-fd7a-440e-bca4-cd445ad240ef/ramonas-tanzschmiede-tanzgala-18_06_2023-1871jpg-small.webp', 'https://files.eversports.com/f4ad818e-45d5-4829-9303-8a94bd7ccaaa/little-swans-sonntag-11jpg-small.webp', 'https://files.eversports.com/2852c46e-5587-45bb-9c2b-4f0ed5bbbf07/gala-contemporary-22jpg-small.webp']",2024-01-24 22:21:57,2024-01-24 22:21:57
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",RamonaTanzenZumba+ 15Zum StundenplanLauraTanzenHip Hop+ 4Zum StundenplanLaraTanzenKindergeburtstag+ 2Zum StundenplanJulienTanzenHip Hop+ 13Zum StundenplanKimPoledanceTanzen+ 3Zum StundenplanLaetitiaTanzenPoledance+ 5Zum StundenplanLaura-JanePoledanceZum Stundenplan,,,[], kontakt@ramonas-tanzschmiede.de,http://www.ramonas-tanzschmiede.de,+49 1758535222,https://www.eversports.de/s/Ramonas-Tanzschmiede/team,"['Tanzen', 'Zumba', 'Tanzen', 'Hip Hop', 'Tanzen', 'Kindergeburtstag', 'Tanzen', 'Hip Hop', 'Poledance', 'Tanzen', 'Tanzen', 'Poledance', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/218993ef-4938-462d-a8bf-e87030d4c154/ramonas-tanzschmiede-tanzgala-18_06_2023-1985jpg-x-large.webp', 'https://files.eversports.com/a103fdb8-5c40-4f81-a0af-b549421c7ae9/twerxoutjpg-small.webp', 'https://files.eversports.com/2b6f4c07-fd7a-440e-bca4-cd445ad240ef/ramonas-tanzschmiede-tanzgala-18_06_2023-1871jpg-small.webp', 'https://files.eversports.com/f4ad818e-45d5-4829-9303-8a94bd7ccaaa/little-swans-sonntag-11jpg-small.webp', 'https://files.eversports.com/2852c46e-5587-45bb-9c2b-4f0ed5bbbf07/gala-contemporary-22jpg-small.webp']",2024-01-24 22:23:54,2024-01-24 22:23:54
,"['Zugspitzstr. 46a ', ' 85591 Vaterstetten']",85591,Vaterstetten,Zugspitzstr. 46a ,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Wir sind ein kleines, sehr persönliches Studio mit einer großen Auswahl an Kursangeboten :-) Immer auf dem neuesten Stand: Im Moment ganz neu: Zumba, maxxF und Pilates","4,8",36 Rezensionen,"['Raumqualität: 4.7', 'Freundlichkeit & Service: 4.9', 'Sauberkeit: 4.9', 'Atmosphäre: 4.8', 'Preis-Leistung: 4.7']", info@purebodyconcepts.de,http://www.pure-body-concepts.de,015781033767,https://www.eversports.de/s/pure-body-concepts-1,"['Poledance', 'DEEPWORK', 'BODYART', 'Kids Boxing', 'Kickboxen', 'Barre', 'Poledance', '36 Rezensionen', 'Pilates', 'Yoga', 'Zumba', 'Hip Hop', 'Poledance', 'Kickboxen', 'Barre-Training', 'Kindergeburtstag', 'TRX®', 'Faszientraining', 'Raumvermietung', 'TRX® Suspension Training', 'Mutter und Kind', 'Bauch, Beine, Po', 'Kindertanz', 'DEEPWORK', 'Core', 'Rückengymnastik', 'BODYART', 'Gesichtsyoga', 'Kindertraining', 'Dehnbarkeit und Beweglichkeit', 'Kids Boxing', 'Probetraining', 'Best Ager Fitness', 'Barre', 'Intervalltraining', 'maxxF']",Zum Stundenplan,"['https://files.eversports.com/ab1a7da9-e1b3-4e72-8e82-f4ba0ed3b96a/whatsapp-image-2022-07-16-at-151328jpeg-x-large.webp', 'https://files.eversports.com/2d1f8bf0-aaf8-4c43-bb6c-39005c4c872a/kathimitkindjpg-small.webp', 'https://files.eversports.com/3b32b9b8-b569-4159-b6ce-2dbc82b979f9/ballschule2png-small.webp', 'https://files.eversports.com/0d284b15-295f-4e3f-a433-0bf414a6208d/mamaandbaby-barrepng-small.webp', 'https://files.eversports.com/fa417378-e050-4609-865b-a1f70860367b/nele_1jpg-small.webp']",2024-01-24 22:24:07,2024-01-24 22:24:07
,,,,,[],,,,[],,,,https://www.eversports.de/s/pure-body-concepts-1/videos,[],,[],2024-01-24 22:26:30,2024-01-24 22:26:30
,,,,,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","FraukePoledanceZum StundenplanGabyDEEPWORKBODYART+ 3Zum StundenplanRichiKids BoxingKickboxenZum StundenplanJulianeBarreZum StundenplanNelePoledanceZum StundenplanBettinaTRX® Suspension TrainingYogaZum StundenplanDanielaBarreTRX® Suspension TrainingZum StundenplanDianaDEEPWORKZum StundenplanSusyPoledanceZum StundenplanGelimaxxFZum StundenplanFigenYogaProbetraining+ 1Zum StundenplanAnikaYogaHip Hop+ 20Zum StundenplanJulianaBarreZum StundenplanRaymaKindertanzZum StundenplanSimoneRückenfitCoreZum StundenplanLaura AnnPoledanceZum StundenplanBeaYogaPilates+ 26Zum StundenplanCaroDEEPWORKBauch, Beine, Po+ 1Zum StundenplanTinaPoledanceZum Stundenplan",,,[], info@purebodyconcepts.de,http://www.pure-body-concepts.de,015781033767,https://www.eversports.de/s/pure-body-concepts-1/team,"['Poledance', 'DEEPWORK', 'BODYART', 'Kids Boxing', 'Kickboxen', 'Barre', 'Poledance', 'TRX® Suspension Training', 'Yoga', 'Barre', 'TRX® Suspension Training', 'DEEPWORK', 'Poledance', 'maxxF', 'Yoga', 'Probetraining', 'Yoga', 'Hip Hop', 'Barre', 'Kindertanz', 'Rückenfit', 'Core', 'Poledance', 'Yoga', 'Pilates', 'DEEPWORK', 'Bauch, Beine, Po', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/ab1a7da9-e1b3-4e72-8e82-f4ba0ed3b96a/whatsapp-image-2022-07-16-at-151328jpeg-x-large.webp', 'https://files.eversports.com/2d1f8bf0-aaf8-4c43-bb6c-39005c4c872a/kathimitkindjpg-small.webp', 'https://files.eversports.com/3b32b9b8-b569-4159-b6ce-2dbc82b979f9/ballschule2png-small.webp', 'https://files.eversports.com/0d284b15-295f-4e3f-a433-0bf414a6208d/mamaandbaby-barrepng-small.webp', 'https://files.eversports.com/fa417378-e050-4609-865b-a1f70860367b/nele_1jpg-small.webp']",2024-01-24 22:26:30,2024-01-24 22:26:30
,"['Bremerhavener Straße 210 ', ' 28217 Bremen']",28217,Bremen,Bremerhavener Straße 210 ,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Dein Studio für Poledance und Luftakrobatik in Bremen! In unserem wunderschönen Studio mit Loftcharakter bieten wir euch Pole Dance und Aerial Fitness Kurse auf höchstem Niveau. Unsere professionell ausgebildeten Trainer unterrichten euch in Kleingruppen um ein gesundheitsorientiertes, qualitativ hochwertiges Fitness- und Tanztraining mit viel Spaß zu bieten. Jedem Teilnehmer steht ein eigenes Luftakrobatikgerät zur Verfügung. Auf 300qm Fläche findet ihr zwei Kursräume und einen großzügigen Umkleidebereich mit Kaffeeküche und Lounge. Ausreichend kostenlose Parkplätze stehen euch um das Studio herum zur Verfügung.","4,9",86 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.7']", info@poledance-bremen.de,http://www.poledance-bremen.de,+4915154033605,https://www.eversports.de/s/stadtgazellen-bremen,"['Aerial Yoga', 'Poledance', 'Poledance', 'Aerial Hoop', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Poledance', '86 Rezensionen', 'Poledance', 'Aerial Yoga', 'Stretching', 'Aerial Silk', 'Aerial Hoop', 'Aerial Akrobatik', 'Online Klasse']",1 Angebot für Neukund:innen,"['https://files.eversports.com/50e0328f-0b23-4c41-bde0-9f57f0d50759/foto-311019-13-12-24-1jpg-x-large.webp', 'https://files.eversports.com/c9487871-491e-4a4e-b749-368eaf08de0f/ab6a5903jpg-small.webp']",2024-01-24 22:26:43,2024-01-24 22:26:43
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",Pia-LenaAerial YogaPoledance+ 2Zum StundenplanJenniferPoledanceAerial HoopZum StundenplanYatzinPoledanceStretching+ 4Zum StundenplanCelinePoledanceStretching+ 1Zum StundenplanJennyPoledanceZum StundenplanAmreiAerial SilkAerial AkrobatikZum StundenplanMelissaAerial SilkAerial AkrobatikZum StundenplanVerena-IreneAerial SilkAerial AkrobatikZum StundenplanMaraPoledanceZum StundenplanCaroPoledanceZum StundenplanTeamPoledanceAerial Yoga+ 4Zum StundenplanAnjaStretchingPoledance+ 3Zum Stundenplan,,,[], info@poledance-bremen.de,http://www.poledance-bremen.de,+4915154033605,https://www.eversports.de/s/stadtgazellen-bremen/team,"['Aerial Yoga', 'Poledance', 'Poledance', 'Aerial Hoop', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Poledance', 'Aerial Silk', 'Aerial Akrobatik', 'Aerial Silk', 'Aerial Akrobatik', 'Aerial Silk', 'Aerial Akrobatik', 'Poledance', 'Poledance', 'Poledance', 'Aerial Yoga', 'Stretching', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/50e0328f-0b23-4c41-bde0-9f57f0d50759/foto-311019-13-12-24-1jpg-x-large.webp', 'https://files.eversports.com/c9487871-491e-4a4e-b749-368eaf08de0f/ab6a5903jpg-small.webp']",2024-01-24 22:29:52,2024-01-24 22:29:52
,"['Lämmersieth 21', ' 22305 Hamburg']",22305,Hamburg,Lämmersieth 21,['Übersicht'],"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",,,"['Raumqualität: 0.0', 'Freundlichkeit & Service: 0.0', 'Sauberkeit: 0.0', 'Atmosphäre: 0.0', 'Preis-Leistung: 0.0']",,,+49 157 54380232,https://www.eversports.de/s/POLE-your-BODY,"['(Noch keine Bewertungen)', 'Poledance']",,[],2024-01-24 22:30:08,2024-01-24 22:30:08
,"['Rudolf-Diesel-Straße 54 ', ' 69190 Walldorf']",69190,Walldorf,Rudolf-Diesel-Straße 54 ,['Übersicht'],"Herzlich Willkommen zum Online Buchungssystem vom Palazzo Sportivo. Hier kannst du unsere Pole & Aerial Klassen ganz bequem online buchen. Wir bieten, Pole Dance, Stretch&Flex, Aerial Hoop, Pole in Heels und viele weiteren Klassen in verschiedenen Levels an. Du wirst ausschließlich von einem speziell für Pole & Aerial Sportarten ausgebildeten Team unterrichtet und hast immer deine eigene Stange in allen Pole Dance Klassen.","4,9",16 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 4.9', 'Sauberkeit: 4.9', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.9']", pole@palazzo-sportivo.de,http://www.poledance-rheinneckar.de,+49 15678684972,https://www.eversports.de/s/pole-dance-palazzo-sportivo,"['16 Rezensionen', 'Aerial Hoop', 'Aerial Hammock', 'Chairdance', 'Fitness und Yoga', 'Poledance', 'Stretching']",1 Angebot für Neukund:innen,['https://files.eversports.com/183e7efd-d3a1-4b60-a5c9-923496563e69/condjpeg-x-large.webp'],2024-01-24 22:30:14,2024-01-24 22:30:14
,"['Edmund-von-Lippmann-Straße 9 ', ' 06112 Halle (Saale)']",06112,Halle,Edmund-von-Lippmann-Straße 9 ,"['Übersicht', 'Klassen', 'Kurse', 'Videos', 'Preise', 'Team']",Pole Dance Beauties - Dein Pole Dance Studio in Halle (Saale),5,26 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", kontakt@poledancebeauties.de,http://www.poledancebeauties.de,+49 1797553246,https://www.eversports.de/s/pole-dance-beauties,"['Aerial Hoop', 'Stretching', 'Poledance', 'Pilates', 'Krafttraining', 'Poledance', 'Aerial Yoga', 'Twerken', '26 Rezensionen', 'Pilates', 'Poledance', 'Aerial Yoga', 'Krafttraining', 'Stretching', 'Handstand', 'Chairdance', 'Aerial Hoop', 'Kindersport', 'Kraft-Ausdauer-Zirkel', 'Moderner Tanz', 'Twerken', 'Fitness und Yoga', 'Pole handstand']",1 Angebot für Neukund:innen,"['https://files.eversports.com/ba6d87a7-56e4-44d7-b6c8-111ed155eed1/img_5995-2jpg-x-large.webp', 'https://files.eversports.com/c38b01bf-06a8-4f04-941e-f0c4fba29089/img_5998-2jpg-small.webp']",2024-01-24 22:30:29,2024-01-24 22:30:29
,,,,,[],,,,[],,,,https://www.eversports.de/s/pole-dance-beauties/videos,[],,[],2024-01-24 22:31:12,2024-01-24 22:31:12
