PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,Ratingscore,Reviewanzahl,Rating Faktoren,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Bildergalerie,Created Date,Updated Date
,"['Brunngartenstraße 5a', ' 85221 Dachau']",85221,Dachau,Brunngartenstraße 5a,"['Übersicht', 'Klassen', 'Preise', 'Team']","Trainiere mit uns im “THE SUPERGIRL STUDIO” in Dachau.
Wir bieten Pole Fitness/Poledance, Heels Pole sowie Aerial Hoop, Aerial Silks und Stretching Kurse für Erwachsene an.
In unseren Kursen kannst Du Deinen gesamten Körper, also Bauch & Rücken, Beine, Po und Arme an der Stange in Form bringen. Hierzu brauchst Du in unseren Pole Virgins bzw. Aerial Basic Kursen keine Vorkenntnisse. Einfach anmelden und ausprobieren.
Alle Altersstufen sowie Geschlechter sind bei uns herzlich willkommen und können je nach Niveau an Anfängerkursen (Virgins/Basic) oder bei den Fortgeschrittenen Kursen (Intermediate und/oder Advanced) sowie mixed level Kursen mitmachen.
Kinder können sich im “Pole Fitness Kids” austoben und in ausgewählten Aerial Stunden durch die Lüfte fliegen.
Das Studio ist dank der großen Fenster sehr hell und wirkt sehr einladend.
Durch die hohen Decken sind uns nach oben (fast) keine Grenzen gesetzt und Du kannst bei uns richtig hoch hinaus...","4,9",99 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.8', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", supergirl@poledance-dachau.de,http://www.poledance-dachau.de,+4915758721177,https://www.eversports.de/s/The-Supergirl-Studio,"['Power Pole', 'Polesport', 'Poledance', 'Online Klasse', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Online Klasse', '99 Rezensionen', 'Poledance', 'Power Pole', 'Stretching', 'Aerial Silk', 'Aerial Hoop', 'Polesport', 'Studio 1', 'Studio 2', 'Heels', 'Dehnung/Flexibilität', 'Exotic', 'Stärkung/Flexibilität']",2 Angebote für Neukund:innen,"['https://files.eversports.com/a994953f-18f3-4f37-9755-bbd487d4daa2/janine1jpg-x-large.webp', 'https://files.eversports.com/06f2770f-e0ac-4a13-9062-c935b3fd5daf/01jpg-small.webp', 'https://files.eversports.com/83e30e54-04a4-4c7c-9669-b052ddf20bd3/sabrina2jpg-small.webp', 'https://files.eversports.com/c3065635-08c9-4345-b8ef-eaefc633ec4c/06png-small.webp', 'https://files.eversports.com/8417e862-163e-4843-a8cf-439009dd65b6/the-supergirl-studio-training1jpg-small.webp']",2024-01-25 02:34:49,2024-01-25 02:34:49
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",VanessaPower PolePolesport+ 3Zum StundenplanRachelPoledanceOnline KlasseZum StundenplanEvaPoledanceZum StundenplanVeronikaPoledanceStretching+ 4Zum StundenplanKatharinaPoledanceOnline KlasseZum StundenplanTanjaZum StundenplanOliverOnline KlassePoledanceZum StundenplanAniaPower PolePolesport+ 4Zum StundenplanAntoniaHeelsExotic+ 1Zum StundenplanIsabelPoledanceHeelsZum StundenplanIvonnePower PolePoledance+ 4Zum StundenplanMAREEN LEYKAUFPoledanceHeels+ 2Zum StundenplanNikPower PolePoledance+ 6Zum StundenplanPoleBuddies AllgäuDehnung/FlexibilitätPoledance+ 2Zum StundenplanSabrinaZum StundenplanThuPoledanceZum StundenplanTrishaPoledancePower Pole+ 3Zum Stundenplan,,,[], supergirl@poledance-dachau.de,http://www.poledance-dachau.de,+4915758721177,https://www.eversports.de/s/The-Supergirl-Studio/team,"['Power Pole', 'Polesport', 'Poledance', 'Online Klasse', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Online Klasse', 'Online Klasse', 'Poledance', 'Power Pole', 'Polesport', 'Heels', 'Exotic', 'Poledance', 'Heels', 'Power Pole', 'Poledance', 'Poledance', 'Heels', 'Power Pole', 'Poledance', 'Dehnung/Flexibilität', 'Poledance', 'Poledance', 'Poledance', 'Power Pole']",Zum Stundenplan,"['https://files.eversports.com/a994953f-18f3-4f37-9755-bbd487d4daa2/janine1jpg-x-large.webp', 'https://files.eversports.com/06f2770f-e0ac-4a13-9062-c935b3fd5daf/01jpg-small.webp', 'https://files.eversports.com/83e30e54-04a4-4c7c-9669-b052ddf20bd3/sabrina2jpg-small.webp', 'https://files.eversports.com/c3065635-08c9-4345-b8ef-eaefc633ec4c/06png-small.webp', 'https://files.eversports.com/8417e862-163e-4843-a8cf-439009dd65b6/the-supergirl-studio-training1jpg-small.webp']",2024-01-25 02:36:05,2024-01-25 02:36:05
,"['Allgäuer Straße 12 ', ' 87700 Memmingen']",87700,Memmingen,Allgäuer Straße 12 ,['Übersicht'],"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",,,"['Raumqualität: 0.0', 'Freundlichkeit & Service: 0.0', 'Sauberkeit: 0.0', 'Atmosphäre: 0.0', 'Preis-Leistung: 0.0']",,,,https://www.eversports.de/s/Poleart_Inspiration,"['(Noch keine Bewertungen)', 'Poledance']",,[],2024-01-25 02:36:08,2024-01-25 02:36:08
,"['Immenstädter Straße 11 ', ' 87435 Kempten (Allgäu)']",87435,Kempten,Immenstädter Straße 11 ,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Du bist neu hier? Melde dich bitte ausschließlich vorab per Mail!polecreatinstudio@gmail.comHerzlich Willkommen bei PoleCreation! Lerne dich selbst zu kreieren!Dein Studio in Kempten für Poledance, Fitness, Flexi und Akrobatik!​Dich erwartet in stets freundlicher und motivierender Atmosphäre ein Training ohne Druck. Egal ob Anfänger oder Fortgeschrittener, wenn auch Du ganzheitlich trainieren und dich lieben lernen möchtest, dann bist du hier genau richtig! Bei Interesse für Probetermine oder neue Anfängerkurse schreibe und gerne eine E-Mail an: polecreationstudio@gmail.com.Besuch uns auch gerne auf unserer Homepage:www.polecreation.de",5,29 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", polecreationstudio@gmail.com,http://www.polecreation.de,,https://www.eversports.de/s/PoleCreation,"['Fitness', 'Personal Training', 'Poledance', 'Personal Training', 'Personal Training', 'Poledance', '29 Rezensionen', 'Fitness', 'Yoga', 'Poledance', 'Personal Training', 'Akrobatik', 'Dehnung/Flexibilität']",Zum Stundenplan,"['https://files.eversports.com/4424508c-e26e-49e2-a8d9-551da75660b1/foto201202232c201420382059jpeg-x-large.webp', 'https://files.eversports.com/cd681c4e-c897-494c-88ec-a3b45e5148dd/1561651jpg-small.webp', 'https://files.eversports.com/84c0e343-c98b-472b-a9fd-30f778e75f5b/foto201202232c201420122053jpeg-small.webp', 'https://files.eversports.com/1facb375-1413-428c-a60e-8ee94ae5010e/foto201202232c201420482037jpeg-small.webp', 'https://files.eversports.com/1bca59f3-d6b4-4081-851e-dfa97c9ae6ae/15665165jpg-small.webp']",2024-01-25 02:36:18,2024-01-25 02:36:18
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",AnjaFitnessPersonal Training+ 3Zum StundenplanEbruZum StundenplanJessicaZum StundenplanAlexPoledancePersonal Training+ 3Zum StundenplanNadinePersonal TrainingPoledance+ 3Zum StundenplanNathiPoledanceFitness+ 3Zum StundenplanLisaPoledancePersonal Training+ 3Zum StundenplanInesZum StundenplanCarmenFitnessPoledance+ 3Zum Stundenplan,,,[], polecreationstudio@gmail.com,http://www.polecreation.de,,https://www.eversports.de/s/PoleCreation/team,"['Fitness', 'Personal Training', 'Poledance', 'Personal Training', 'Personal Training', 'Poledance', 'Poledance', 'Fitness', 'Poledance', 'Personal Training', 'Fitness', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/4424508c-e26e-49e2-a8d9-551da75660b1/foto201202232c201420382059jpeg-x-large.webp', 'https://files.eversports.com/cd681c4e-c897-494c-88ec-a3b45e5148dd/1561651jpg-small.webp', 'https://files.eversports.com/84c0e343-c98b-472b-a9fd-30f778e75f5b/foto201202232c201420122053jpeg-small.webp', 'https://files.eversports.com/1facb375-1413-428c-a60e-8ee94ae5010e/foto201202232c201420482037jpeg-small.webp', 'https://files.eversports.com/1bca59f3-d6b4-4081-851e-dfa97c9ae6ae/15665165jpg-small.webp']",2024-01-25 02:37:21,2024-01-25 02:37:21
,"['Bremerhavener Straße 210 ', ' 28217 Bremen']",28217,Bremen,Bremerhavener Straße 210 ,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Dein Studio für Poledance und Luftakrobatik in Bremen! In unserem wunderschönen Studio mit Loftcharakter bieten wir euch Pole Dance und Aerial Fitness Kurse auf höchstem Niveau. Unsere professionell ausgebildeten Trainer unterrichten euch in Kleingruppen um ein gesundheitsorientiertes, qualitativ hochwertiges Fitness- und Tanztraining mit viel Spaß zu bieten. Jedem Teilnehmer steht ein eigenes Luftakrobatikgerät zur Verfügung. Auf 300qm Fläche findet ihr zwei Kursräume und einen großzügigen Umkleidebereich mit Kaffeeküche und Lounge. Ausreichend kostenlose Parkplätze stehen euch um das Studio herum zur Verfügung.","4,9",86 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.7']", info@poledance-bremen.de,http://www.poledance-bremen.de,+4915154033605,https://www.eversports.de/s/Stadtgazellen-Bremen,"['Aerial Yoga', 'Poledance', 'Poledance', 'Aerial Hoop', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Poledance', '86 Rezensionen', 'Poledance', 'Aerial Yoga', 'Stretching', 'Aerial Silk', 'Aerial Hoop', 'Aerial Akrobatik', 'Online Klasse']",1 Angebot für Neukund:innen,"['https://files.eversports.com/50e0328f-0b23-4c41-bde0-9f57f0d50759/foto-311019-13-12-24-1jpg-x-large.webp', 'https://files.eversports.com/c9487871-491e-4a4e-b749-368eaf08de0f/ab6a5903jpg-small.webp']",2024-01-25 02:37:31,2024-01-25 02:37:31
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",Pia-LenaAerial YogaPoledance+ 2Zum StundenplanJenniferPoledanceAerial HoopZum StundenplanYatzinPoledanceStretching+ 4Zum StundenplanCelinePoledanceStretching+ 1Zum StundenplanJennyPoledanceZum StundenplanAmreiAerial SilkAerial AkrobatikZum StundenplanMelissaAerial SilkAerial AkrobatikZum StundenplanVerena-IreneAerial SilkAerial AkrobatikZum StundenplanMaraPoledanceZum StundenplanCaroPoledanceZum StundenplanTeamPoledanceAerial Yoga+ 4Zum StundenplanAnjaStretchingPoledance+ 3Zum Stundenplan,,,[], info@poledance-bremen.de,http://www.poledance-bremen.de,+4915154033605,https://www.eversports.de/s/Stadtgazellen-Bremen/team,"['Aerial Yoga', 'Poledance', 'Poledance', 'Aerial Hoop', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Poledance', 'Aerial Silk', 'Aerial Akrobatik', 'Aerial Silk', 'Aerial Akrobatik', 'Aerial Silk', 'Aerial Akrobatik', 'Poledance', 'Poledance', 'Poledance', 'Aerial Yoga', 'Stretching', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/50e0328f-0b23-4c41-bde0-9f57f0d50759/foto-311019-13-12-24-1jpg-x-large.webp', 'https://files.eversports.com/c9487871-491e-4a4e-b749-368eaf08de0f/ab6a5903jpg-small.webp']",2024-01-25 02:39:51,2024-01-25 02:39:51
,"['Nußbaumer Straße 6', ' 51469 Bergisch Gladbach']",51469,Bergisch,Nußbaumer Straße 6,['Übersicht'],"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",,,"['Raumqualität: 0.0', 'Freundlichkeit & Service: 0.0', 'Sauberkeit: 0.0', 'Atmosphäre: 0.0', 'Preis-Leistung: 0.0']", info@aheartforpoledance.de,,+4915735519129,https://www.eversports.de/s/a-heart-for-poledance,"['(Noch keine Bewertungen)', 'Poledance']",,[],2024-01-25 02:39:54,2024-01-25 02:39:54
,"['Kleinottweilerstraße 75 ', ' 66450 Bexbach']",66450,Bexbach,Kleinottweilerstraße 75 ,"['Übersicht', 'Klassen', 'Kurse', 'Team']","Das Pole Werk ist das erste Poledance und Aerial Hoop Studio im Saarpfalz-Kreis. Von Kinderkursen, Pole Dance, Aerial Hoop und Flexibility ist alles dabei. Probier es aus und lass dich von diesen wunderschönen Sportarten verzaubern.",5,29 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", polewerk@t-online.de,,+49 15174417744,https://www.eversports.de/s/Pole-Werk-by-Nelly,"['Poledance', 'Poledance', 'Poledance', '29 Rezensionen', 'Poledance', 'Stretching', 'Aerial Hoop']",Zum Stundenplan,"['https://files.eversports.com/427faae0-19ef-4c27-9d52-44cb08f72a38/img_5666jpg-x-large.webp', 'https://files.eversports.com/37596bd3-4e30-4436-9f8a-76dbab9c64cf/ad958e32-2981-476f-99f3-3621dcb63c9fjpeg-small.webp', 'https://files.eversports.com/32488b3c-45fb-492d-baec-ad6b8edd1a8c/c6226930-1991-4cf1-a263-c1c5a57e53ccjpeg-small.webp', 'https://files.eversports.com/e11eb13d-e1e0-4086-a1ad-37977e2ac0a2/ee15103c-93ae-4b3c-a4b0-5a3743120056jpeg-small.webp']",2024-01-25 02:40:03,2024-01-25 02:40:03
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Team']",NellyZum StundenplanAngelaPoledanceZum StundenplanJilPoledanceZum StundenplanMichellePoledanceZum Stundenplan,,,[], polewerk@t-online.de,,+49 15174417744,https://www.eversports.de/s/Pole-Werk-by-Nelly/team,"['Poledance', 'Poledance', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/427faae0-19ef-4c27-9d52-44cb08f72a38/img_5666jpg-x-large.webp', 'https://files.eversports.com/37596bd3-4e30-4436-9f8a-76dbab9c64cf/ad958e32-2981-476f-99f3-3621dcb63c9fjpeg-small.webp', 'https://files.eversports.com/32488b3c-45fb-492d-baec-ad6b8edd1a8c/c6226930-1991-4cf1-a263-c1c5a57e53ccjpeg-small.webp', 'https://files.eversports.com/e11eb13d-e1e0-4086-a1ad-37977e2ac0a2/ee15103c-93ae-4b3c-a4b0-5a3743120056jpeg-small.webp']",2024-01-25 02:40:41,2024-01-25 02:40:41
,"['Salomonstraße 18B ', ' 04103 Leipzig']",04103,Leipzig,Salomonstraße 18B ,"['Übersicht', 'Klassen', 'Preise', 'Team']","Du suchst ein ansprechendes Krafttraining? Du willst Spaß und einen stählernen Körper?Wir zeigen dir, wie du deinen Körper effektiv trainierst und dabei in ungeahnte Höhen aufsteigst!Unser Studio mit über 4,70 Meter hohen Stangen bietet genug Spielraum für erste Schritte, stetiges Training und den Übergang in den Performance-Bereich. Unsere erfolgreichen Trainerinnen nehmen deine individuellen Ziele in die Hand und bringen sie für dich in greifbare Nähe.","4,9",13 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 4.8', 'Preis-Leistung: 4.8']", info@polefitness-leipzig.de,https://polefitness-leipzig.de/,+49 1629269299,https://www.eversports.de/s/PoleFitness-Leipzig,"['Stretching', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Fitness', 'Poledance', 'Stretching', 'Poledance', '13 Rezensionen', 'Fitness', 'Poledance', 'Stretching', 'Aerial Hoop']",Zum Stundenplan,"['https://files.eversports.com/c917b81b-c0c3-4d94-848d-8c5b1a4d7444/polefitness_leipzig_studio_ansicht1jpg-x-large.webp', 'https://files.eversports.com/8fd377ae-fc1d-4929-aa30-8092ac96431a/hand_an_polejpg-small.webp', 'https://files.eversports.com/f7f5f01b-d32f-4282-9ba8-f01ff0d75d95/fa45a596-4583-4006-8455-345e914aaee0jpeg-small.webp']",2024-01-25 02:40:49,2024-01-25 02:40:49
,"['Deininger Weg 94 ', ' 92318 Neumarkt in der Oberpfalz']",92318,Neumarkt,Deininger Weg 94 ,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']","BALANCE Neumarkt ist ein Kursstudio mit einem sehr breiten Online- und Studioprogramm. Es befindet sich in Neumarkt in der Oberpfalz, unweit von der Bushaltestelle Regensburger Straße. Angeboten werden Tanzkurse (Jazz Dance, Dance Kids, Streedance & Funky Jazz), Poledance, Yoga, Pilates, Sings und vieles mehr. Bei BALANCE Neumarkt werden sowohl regelmäßige Klassen als auch aufbauende Kurse und einmalige Workshops angeboten. Seit 2020 steht allen Kunden eine Online-Videothek zur Verfügung. Videos können einzeln gekauft oder mit dem entsprechenden Service erworben werden.","4,9",97 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.8']", studio@balance-neumarkt.de,http://www.balance-neumarkt.de,+49 160 80 20 246,https://www.eversports.de/s/BALANCE-Neumarkt,"['Pilates', 'Tanzen', 'Pilates', 'Yoga', 'Fitness', 'Pilates', 'Fitness', 'Pilates', 'Poledance', 'Tanzen', '97 Rezensionen', 'Pilates', 'Tanzen', 'Yoga', 'Aerobic', 'Poledance', 'Aerial Yoga', 'Akrobatik', 'Stretching', 'Entspannung', 'Online Klasse', 'Workout', 'Erwachsenentraining', 'Step']",Kostenlos Schnuppern,"['https://files.eversports.com/2493ff0c-9257-4c4b-8649-4fc92c88fee6/_22b1088jpg-x-large.webp', 'https://files.eversports.com/66d71b42-f550-4657-92d3-ff4059adec8d/dmf_1486_bear-kljpg-small.webp', 'https://files.eversports.com/49aca1c7-832b-40ec-8e04-a0b8ddae3920/img_8478jpg-small.webp', 'https://files.eversports.com/ac35e570-bb6d-4d64-a297-40ee860889d8/img_8356jpg-small.webp', 'https://files.eversports.com/c263712d-f37a-49a6-8e7c-c57a80b8ef05/dsc_0091_bearjpg-small.webp']",2024-01-25 02:42:34,2024-01-25 02:42:34
,,,,,[],,,,[],,,,https://www.eversports.de/s/BALANCE-Neumarkt/videos,[],,[],2024-01-25 02:45:07,2024-01-25 02:45:07
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']",RenatePilatesTanzen+ 3Zum StundenplanAlexandraPilatesYoga+ 4Zum StundenplanSilkeFitnessPilates+ 4Zum StundenplanVera G.FitnessPilates+ 4Zum StundenplanAlinaPoledanceTanzenZum StundenplanJosiPoledanceTanzen+ 2Zum StundenplanAnjaFitnessPilates+ 1Zum StundenplanSteffiFitnessPilates+ 5Zum StundenplanElisaYogaStretching+ 5Zum StundenplanFrontDeskZum StundenplanGastlehrerZum StundenplanIvonnePilatesStretching+ 2Zum StundenplanJessiTanzenZum StundenplanNikolaTanzenAerial Yoga+ 1Zum StundenplanVera B.FitnessTanzen+ 1Zum Stundenplan,,,[], studio@balance-neumarkt.de,http://www.balance-neumarkt.de,+49 160 80 20 246,https://www.eversports.de/s/BALANCE-Neumarkt/team,"['Pilates', 'Tanzen', 'Pilates', 'Yoga', 'Fitness', 'Pilates', 'Fitness', 'Pilates', 'Poledance', 'Tanzen', 'Poledance', 'Tanzen', 'Fitness', 'Pilates', 'Fitness', 'Pilates', 'Yoga', 'Stretching', 'Pilates', 'Stretching', 'Tanzen', 'Tanzen', 'Aerial Yoga', 'Fitness', 'Tanzen']",Zum Stundenplan,"['https://files.eversports.com/2493ff0c-9257-4c4b-8649-4fc92c88fee6/_22b1088jpg-x-large.webp', 'https://files.eversports.com/66d71b42-f550-4657-92d3-ff4059adec8d/dmf_1486_bear-kljpg-small.webp', 'https://files.eversports.com/49aca1c7-832b-40ec-8e04-a0b8ddae3920/img_8478jpg-small.webp', 'https://files.eversports.com/ac35e570-bb6d-4d64-a297-40ee860889d8/img_8356jpg-small.webp', 'https://files.eversports.com/c263712d-f37a-49a6-8e7c-c57a80b8ef05/dsc_0091_bearjpg-small.webp']",2024-01-25 02:45:08,2024-01-25 02:45:08
,"['Zum Wingert 10 ', ' 53783 Eitorf']",53783,Eitorf,Zum Wingert 10 ,"['Übersicht', 'Klassen', 'Workshops', 'Videos', 'Preise', 'Team']","Yoga and Pole Art by Selina bietet dir Online Live Klassen (inkl. 24h Aufzeichnungen), Intensivkurse, Workshops und Personal Training in folgenden Bereichen an:Hatha YogaVinyasa YogaYoga Rad (auch bekannt als Yoga Wheel) für Einsteiger und FortgeschritteneAerial YogaPole Trick TrainingSpinning Pole Combos EinsteigerSpinning Pole Combos IntermediateSplits on Pole IntermediateFlexi Pole TricksKrafttraining und TrainingsperiodisierungKrafttraining an der StangeZudem bietet dir Yoga and Pole Art by Selina zahlreiche Aufzeichnungen und Video Kurse im Pole Sport und Yoga Bereich.",5,55 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", yogaandpoleartbyselina@gmail.com,http://www.yogaandpoleartbyselina.com,+49 15738925807,https://www.eversports.de/s/Yoga-and-Pole-Art-by-Selina,"['Aerial Yoga', 'Poledance', '55 Rezensionen', 'Poledance', 'Aerial Yoga', 'Personal Training', 'Meditation', 'Handstand', 'Vinyasa Yoga', 'Hatha Yoga', 'Yin Yoga', 'Polesport', 'Dehnung/Flexibilität', 'Yoga Rad', 'Yoga Wheel', 'Persönliches Coaching']",2 Angebote für Neukund:innen,"['https://files.eversports.com/b4921528-1315-4746-a1ee-a7bcb7d17ecd/img_2702-2jpg-x-large.webp', 'https://files.eversports.com/ce4d6229-b12d-4d23-93f2-8deb41f5175d/069jpg-small.webp', 'https://files.eversports.com/0c795402-b793-47c8-ab21-230b673ca430/2021-06-20t2-057-2jpg-small.webp', 'https://files.eversports.com/af4279a1-be71-4517-b45c-686af48848bb/img_2503-2jpg-small.webp', 'https://files.eversports.com/eca7dd71-fde4-496c-8f99-2f4cf4c9d4a0/002jpg-small.webp']",2024-01-25 02:45:20,2024-01-25 02:45:20
,,,,,[],,,,[],,,,https://www.eversports.de/s/Yoga-and-Pole-Art-by-Selina/videos,[],,[],2024-01-25 02:46:17,2024-01-25 02:46:17
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Videos', 'Preise', 'Team']",SelinaAerial YogaPoledance+ 10Zum Stundenplan,,,[], yogaandpoleartbyselina@gmail.com,http://www.yogaandpoleartbyselina.com,+49 15738925807,https://www.eversports.de/s/Yoga-and-Pole-Art-by-Selina/team,"['Aerial Yoga', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/b4921528-1315-4746-a1ee-a7bcb7d17ecd/img_2702-2jpg-x-large.webp', 'https://files.eversports.com/ce4d6229-b12d-4d23-93f2-8deb41f5175d/069jpg-small.webp', 'https://files.eversports.com/0c795402-b793-47c8-ab21-230b673ca430/2021-06-20t2-057-2jpg-small.webp', 'https://files.eversports.com/af4279a1-be71-4517-b45c-686af48848bb/img_2503-2jpg-small.webp', 'https://files.eversports.com/eca7dd71-fde4-496c-8f99-2f4cf4c9d4a0/002jpg-small.webp']",2024-01-25 02:46:17,2024-01-25 02:46:17
,"['Pfefferackerstraße 2A ', ' 45894 Gelsenkirchen']",45894,Gelsenkirchen,Pfefferackerstraße 2A ,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Videos', 'Preise', 'Team']","Das aerialflow in Gelsenkirchen-Buer lädt dich herzlich zu schweißtreibenden Trainingseinheiten in modernem Ambiente ein. Hier wird dir maximaler Trainingserfolg durch Training in kleinen Lerngruppen mit professioneller Betreuung gewährleistet. Egal, ob Yoga, Poledance, Tanzen oder Fitnessworkouts - belege verschiedenste Kurse für unterschiedliche Niveauklassen und arbeite hochintensiv und effektiv an deinen persönlichen Trainingszielen. Komme ins aerialflow und trainiere hier über den Dächern von Gelsenkirchen-Buer in einer angenehmen und motivierenden Atmosphäre!","4,8",50 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.8', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.5']", info@aerialflow.de,http://www.aerialflow.de,+49 (0) 209 88000403,https://www.eversports.de/s/aerialflow,"['Funktionelles Training', 'Flexibles Training', 'Poledance', 'Tanzen', '50 Rezensionen', 'Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', 'Personal Training', 'Funktionelles Training', 'Flexibles Training', 'Bootcamp', 'Acroyoga', 'Faszientraining', 'Meditation', 'Power Pole', 'Stretching', 'Handstand', 'Floorwork', 'Lapdance', 'Chairdance', 'Vinyasa Yoga', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Hatha Yoga', 'Yin Yoga', 'Kindersport', 'Yoga für Schwangere', 'Polesport', 'Kinderangebot', 'Online Klasse']",4 Angebote für Neukund:innen,"['https://files.eversports.com/3d75d122-082e-42f6-82a0-b82cc616d782/m8u_4899-1jpg-x-large.webp', 'https://files.eversports.com/6fdea9a0-6c7f-4480-bc2b-0a913c094422/m8u_4922-1jpg-small.webp', 'https://files.eversports.com/fd953ce9-f0fa-4ff3-b612-a13b38d49227/m8u_4857-1jpg-small.webp', 'https://files.eversports.com/80a0261c-779b-47f6-bdae-3d589d5911ff/m8u_4943-1jpg-small.webp', 'https://files.eversports.com/9ed44b14-387c-41d2-8d26-410dcd42a09c/m8u_4845-1jpg-small.webp']",2024-01-25 02:46:31,2024-01-25 02:46:31
,,,,,[],,,,[],,,,https://www.eversports.de/s/aerialflow/videos,[],,[],2024-01-25 02:48:56,2024-01-25 02:48:56
