Klassenname,Beschreibung,Studio Name,Standort,Kategorie,Datum,URL_E,Zeit
Pole - Technik | Drop-In (Lvl 1-4) Beginner,"Diese Class ist für Einsteiger, sowie für Students mit Poleerfahrung geeignet. Wir arbeiten individuell an Deinem Polewissen und gehen bedürfnisorientiert auf Dich ein. In diesem Kurs geht es ausschließlich um Techniktraining im Levelbereich 1-4. Mit raffinierten Tricks und Combos erweiterst Du Stück für Stück dein Polerepertoire. Diese Klasse ist das perfekte Zusatztraining zu unseren Choreokursen, du kannst Ihn aber auch für Dein alleiniges Training nutzen. Das Beste daran ist, dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/on-VZYe,20:00 - 21:00
ONLINE - Pole - Technik | Drop-In (Lvl 4-7) Intermediate,"Wir gehen online! _Wer sich für die heutige online Class angemeldet hat, findet ca 15 Minuten vor Kursbeginn einen Link in der Eversports-App zu deinem Zoommeeting Dieser Link ist die Einladung zu unserer Online Class. Lerne zu fliegen und behalte die Kontrolle über deinen Körper im Spinning Modus. Wir verbinden wunderschöne Spinning Tricks zu kleinen Combos. In dieser Class arbeiten wir an deiner kraftvollen und eleganten Performance. Dieser Kurs ist für alle Pole Level geeignet.",Pure Motion Kiel,Online,Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/MaltGNt,20:00 - 21:00
Contemporary,"Contemporary oder auch Zeitgenössischer Tanz bedient sich nicht nur an der Klassik und dem Modern Dance, es ist quasi alles erlaubt was sich gut anfühlt. Fließende Bewegungen, Bodenelemente, Worte in Bewegung verwandeln, Gefühle vertanzen, in Bewegung kommen und auch selbst Kreativ werden. Choreografie und Improvisation - Contemporary ist so vielfältig. **Idealerweise hast du bereits tänzerische Vorerfahrung**",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/ZGAuPQS,20:00 - 21:00
POLE SPECIAL - all about Ballarina | Workshop (ab Lvl 5) Intermediate,Dich erwarten 90 Minuten intensives Training. In diesem Workshop ist der Name Programm und ist für Polerinas mit Poleerfahrung geeignet. Allerdings ist es KEINE Voraussetzung den Trick bereits zu beherrschen. Gemeinsam arbeiten wir individuell an deinem Polewissen und gehen bedürfnisorientiert auf Dich ein.,Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/ZB5n2r8,20:00 - 21:30
Pole - Freetime,"ACHTUNG! Wer die Freetime nicht absagt zahlt 5,-€ Bearbeitungsgebühr!",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/VScLyXW,16:00 - 17:00
Aerial Hoop Drop-In ,"Das Training am Aerial Hoop ist sehr variationsreich, ebenso wie der Aerial Hoop selbst. Es gibt Figuren unter dem Hoop, im Ring und auch an der Aufhängung (oben, ausserhalb) des Hoop. Nach einem intensiven WarmUp zeigen wir Dir die verschiedenen Handhaltungen (Grips), Wege in den Aerial Hoop (Mounting), Figuren unter und im Aerial Hoop (Moves) und Übergänge (Transitions) für eine Routine. Jeder kann an diesem Kurs teilnehmen, hier gibt es keine Voraussetzung die Du benötigst. Dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Aerial Akrobatik,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/DHq7V3S,17:00 - 18:00
Lap & Chair - Christmas Choreo,"Sexy Moves und akrobatische Elemente auf dem Stuhl vereint. Zu anregender Musik lernst du eine feminine Choreografie mit, auf und um den Stuhl. Chairdance bietet dir eine unzählig viele Möglichkeiten dich tänzerisch auszulassen. Liebst du es dich zu sinnlicher, langsamer Musik zu bewegen oder tanzt du lieber frech und fordernd für deinen Partner. Entdecke deine Stilrichting beim Lap & Chair.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/RvdDiny,18:00 - 19:00
Lyrical Pole | Drop-In (Lvl 2-5) Intermediate ,"Nur Fliegen ist schöner :) Diese Class ist für Einsteiger, sowie für Students mit Poleerfahrung geeignet. Inspiriert durch die Klassik des Jazz Dances und angelehnt an gesungene Zeilen, lässt dich Lyrical in Schönheit aufgehen. So viel Eleganz und Anmut verbunden in einer berührenden Choreografie. Wir arbeiten individuell an Deinem Polewissen und gehen bedürfnisorientiert auf Dich ein. Mit raffinierten Tricks und Combos erweiterst Du Stück für Stück dein Polerepertoire. Diese Klasse ist das perfekte Zusatztraining zu unseren Choreokursen, du kannst Ihn aber auch für Dein alleiniges Training nutzen. Das Beste daran ist, dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/7xijR57,18:00 - 19:00
Voguing,"Was ist Vogue? Voguing ist eine Artform, die 1960 in der LGBT-(Lesbian, Gay, Bisexual und Transgender) Community in Harlem entstand. Der Begriff Voguing leitet sich tatsächlich von der Zeitschrift Vogue ab, da die Posen und die Models selbst als Inspiration und Vorbilder für den 1960 neu entstandenen Tanz- und Lebensstil dienten. Daraus entwickelte sich unter anderem die Tanzart Vogue Femme, die den meisten zum Begriff Voguing einfällt.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/DCuRhbu,19:00 - 20:00
Pole - Technik | Drop-In (Lvl 3-6) Intermediate,"Diese Class ist für Einsteiger, sowie für Students mit Poleerfahrung geeignet. Wir arbeiten individuell an Deinem Polewissen und gehen bedürfnisorientiert auf Dich ein. In diesem Kurs geht es ausschließlich um Techniktraining im Levelbereich 3-6. Mit raffinierten Tricks und Combos erweiterst Du Stück für Stück dein Polerepertoire. Diese Klasse ist das perfekte Zusatztraining zu unseren Choreokursen, du kannst Ihn aber auch für Dein alleiniges Training nutzen. Das Beste daran ist, dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/nv8AbHp,19:00 - 20:00
ONLINE - Stretching ,"Wir gehen online! _Wer sich für die heutige online Class angemeldet hat, findet ca 15 Minuten vor Kursbeginn einen Link in der Eversports-App zu deinem Zoommeeting Dieser Link ist die Einladung zu unserer Online Class. Für eine gesunde Beweglichkeit ist Muskelaufbau und aktives Stretching genauso wichtig, wie passive Stretches. Starke Muskeln bedingen die aktive Dehnung der Gegenmuskel, stabilisieren unsere Gelenke und schützen sie vor Schäden. Verkürzte oder verkrampfte Muskulatur kann wiederum auf Dauer zu Haltungsschäden und Schmerzen führen. Wir streben deshalb nach einer gesunden Balance zwischen Beweglichkeit und Kraft. In unseren Stretching Classes verbinden wir Bewegungen aus dem Yoga, Kraftübungen mit dem eigenen Körpergewicht und Stretches in sinnvoller Reihenfolge miteinander. Im „Flow“ bereiten wir unseren Körper auf intensive Stretches oder komplexe Übungen vor und trainieren dabei unsere aktive sowie passive Beweglichkeit. Der Fokus der Kurse wechselt zwischen Hüftöffnern, Rückbeugen, Vorbeugen, Spagat, Umkehrhaltungen (Training für Handstand und Unterarmstand), Schulteröffnern und mehr!",Pure Motion Kiel,Online,Tanzen,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/KyA-WAJ,19:00 - 20:00
Stretching - Fullbody & Relax,"Für eine gesunde Beweglichkeit ist Muskelaufbau und aktives Stretching genauso wichtig, wie passive Stretches. Starke Muskeln bedingen die aktive Dehnung der Gegenmuskel, stabilisieren unsere Gelenke und schützen sie vor Schäden. Verkürzte oder verkrampfte Muskulatur kann wiederum auf Dauer zu Haltungsschäden und Schmerzen führen. Wir streben deshalb nach einer gesunden Balance zwischen Beweglichkeit und Kraft. In unseren Stretching Classes verbinden wir Bewegungen aus dem Yoga, Kraftübungen mit dem eigenen Körpergewicht und Stretches in sinnvoller Reihenfolge miteinander. Im „Flow“ bereiten wir unseren Körper auf intensive Stretches oder komplexe Übungen vor und trainieren dabei unsere aktive sowie passive Beweglichkeit. Der Fokus der Kurse wechselt zwischen Hüftöffnern, Rückbeugen, Vorbeugen, Spagat, Umkehrhaltungen (Training für Handstand und Unterarmstand), Schulteröffnern und mehr!",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Stretching,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/ZIVp8Qw,19:00 - 20:00
TwerXout,"Du willst tanzen und Dich dabei zu heißen Rhythmen bewegen, gleichzeitig Kalorien verbrennen, Muskeln aufbauen, schwitzen und Spaß haben? twerXout® das innovative Tanz-Fitness-Workout kombiniert schweißtreibende Übungen mit Basiselementen aus dem Twerk. The best workout innovation to get your booty in shape! Lerne die einzigartige Technik deinen Booty richtig in Szene zu setzen und zu coolen Choreografien zu bewegen.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/_qC-IgB,20:00 - 21:00
Burlesque,"Verspielt, aufreizend und doch schüchtern. Burlesque schafft eine spielerische Verbindung zwischen Tanz und Verführung. Schlüpfe in schwarze Netzstrümpfe und tanze eine sexy Choreografie zu z.B. Moulin Rouge.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/KOlM9j7,19:00 - 20:00
Trainer Slot - Vorbereitung Meisterschaft,Hier findet das Team Training statt,Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Freitag, 22. Dezember 2023",https://www.eversports.de/e/class/6bjUtM6,16:00 - 17:00
Pole - Freetime,"ACHTUNG! Wer die Freetime nicht absagt zahlt 5,-€ Bearbeitungsgebühr!",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/6-m8spW,16:30 - 17:30
Heels Dance,Es wird heiß Mädels! Erlerne eine Choreo auf deinen schönsten High Heels. Nach einem kurzen Warm-Up geht's ans Eingemachte und wir bringen den Fußboden zum Glühen.,Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/UHnpYfJ,17:30 - 18:30
Stretching - Frontsplit,"Für eine gesunde Beweglichkeit ist Muskelaufbau und aktives Stretching genauso wichtig, wie passive Stretches. Starke Muskeln bedingen die aktive Dehnung der Gegenmuskel, stabilisieren unsere Gelenke und schützen sie vor Schäden. Verkürzte oder verkrampfte Muskulatur kann wiederum auf Dauer zu Haltungsschäden und Schmerzen führen. Wir streben deshalb nach einer gesunden Balance zwischen Beweglichkeit und Kraft. In unseren Stretching Classes verbinden wir Bewegungen aus dem Yoga, Kraftübungen mit dem eigenen Körpergewicht und Stretches in sinnvoller Reihenfolge miteinander. Im „Flow“ bereiten wir unseren Körper auf intensive Stretches oder komplexe Übungen vor und trainieren dabei unsere aktive sowie passive Beweglichkeit. Der Fokus der Kurse wechselt zwischen Hüftöffnern, Rückbeugen, Vorbeugen, Spagat, Umkehrhaltungen (Training für Handstand und Unterarmstand), Schulteröffnern und mehr!",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Stretching,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/kz2FSdt,18:30 - 19:30
ONLINE - Stretching,"Wir gehen online! Wer sich für die heutige online Class angemeldet hat, findet ca 15 Minuten vor Kursbeginn einen Link in der Eversports-App bzw. erhält eine E-Mail. Dieser Link ist die Einladung zu unserer Online Class.",Pure Motion Kiel,Online,Stretching,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/7nPeqod,18:30 - 19:30
Pole - Technik | Drop-In (Lvl 4-7) Intermediate,"Das Polefieber hat Dich gepackt und Du möchtest weiterhin an Dir und Deinen Fähigkeiten arbeiten?! In diesem Kurs geht es ausschließlich im Levelbereich 5-8. Überkopf-Tricks, Lehangs und reichhaltige Combos sind Inhalt dieses Kurses. Um das Training in vollen Zügen auskosten zu können, setzen wir voraus, dass Du die Grundtechniken aus Level 1-4 bereits beherrscht. Diese Klasse ist das perfekte Zusatztraining zu unseren Choreokursen, du kannst Ihn aber auch für Dein alleiniges Training nutzen. Das Beste daran ist, dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/LNyBnI6,19:30 - 20:30
Lap & Chair - Christmas Choreo,"Sexy Moves und akrobatische Elemente auf dem Stuhl vereint. Zu anregender Musik lernst du eine feminine Choreografie mit, auf und um den Stuhl. Chairdance bietet dir eine unzählig viele Möglichkeiten dich tänzerisch auszulassen. Liebst du es dich zu sinnlicher, langsamer Musik zu bewegen oder tanzt du lieber frech und fordernd für deinen Partner. Entdecke deine Stilrichting beim Lap & Chair.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/dXEdRyz,19:30 - 20:30
Oriental,"Hüftschwünge, Handkreise und Körperwellen. Orientalischer Tanz verbindet dies und noch mehr in einem sinnlichen und eleganten Erlebnis. Mal keck, mal würdevoll- hier gibts die perfekte Abwechslung, um die Seele tanzen zu lassen.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/TApcjse,19:30 - 20:30
Pole - Technik | Drop-In (Lvl 1-4) Beginner,"Diese Class ist für Einsteiger, sowie für Students mit Poleerfahrung geeignet. Wir arbeiten individuell an Deinem Polewissen und gehen bedürfnisorientiert auf Dich ein. In diesem Kurs geht es ausschließlich um Techniktraining im Levelbereich 1-4. Mit raffinierten Tricks und Combos erweiterst Du Stück für Stück dein Polerepertoire. Diese Klasse ist das perfekte Zusatztraining zu unseren Choreokursen, du kannst Ihn aber auch für Dein alleiniges Training nutzen. Das Beste daran ist, dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/rgj4J8G,20:30 - 21:30
Static Pole | Drop-In (all Lvl),"Was erwartet dich beim Static Pole? Ganz anders als bei der spinning Variante unseres Poletrainings, dreht sich die Stange beim Static Pole nicht mit. Sie ist fest und bietet dir damit ganz andere Möglichkeiten deine Spins und Tricks in einer neuen, wundervollen Dynamik auszuführen. Diese Class ist für Einsteiger, sowie für Students mit Poleerfahrung geeignet. Wir arbeiten individuell an Deinem Polewissen und gehen bedürfnisorientiert auf Dich ein. Mit raffinierten Tricks und Combos erweiterst Du Stück für Stück dein Polerepertoire. Diese Klasse ist das perfekte Zusatztraining zu unseren Choreokursen, du kannst Ihn aber auch für Dein alleiniges Training nutzen. Das Beste daran ist, dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Montag, 18. Dezember 2023",https://www.eversports.de/e/class/lxB9yiH,20:30 - 21:30
Carina Class - Time to say Goodbye,"Inspiriert durch die Klassik des Jazz Dances und angelehnt an gesungene Zeilen, lässt dich Lyrical in Schönheit aufgehen. So viel Eleganz und Anmut verbunden in einer berührenden Choreografie.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/Wf2v-zO,17:00 - 18:00
Pole - Technik | Drop-In (Lvl 4-7) Intermediate,"Das Polefieber hat Dich gepackt und Du möchtest weiterhin an Dir und Deinen Fähigkeiten arbeiten?! In diesem Kurs geht es ausschließlich im Levelbereich 5-8. Überkopf-Tricks, Lehangs und reichhaltige Combos sind Inhalt dieses Kurses. Um das Training in vollen Zügen auskosten zu können, setzen wir voraus, dass Du die Grundtechniken aus Level 1-4 bereits beherrscht. Diese Klasse ist das perfekte Zusatztraining zu unseren Choreokursen, du kannst Ihn aber auch für Dein alleiniges Training nutzen. Das Beste daran ist, dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/5JsC0vy,18:00 - 19:00
ONLINE - Pole - Technik | Drop-In (Lvl 4-7) Intermediate,"Wir gehen online! _Wer sich für die heutige online Class angemeldet hat, findet ca 15 Minuten vor Kursbeginn einen Link in der Eversports-App zu deinem Zoommeeting Dieser Link ist die Einladung zu unserer Online Class. Lerne zu fliegen und behalte die Kontrolle über deinen Körper im Spinning Modus. Wir verbinden wunderschöne Spinning Tricks zu kleinen Combos. In dieser Class arbeiten wir an deiner kraftvollen und eleganten Performance. Dieser Kurs ist für alle Pole Level geeignet.",Pure Motion Kiel,Online,Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/rGEBm4I,18:00 - 19:00
Pole - Technik | Drop-In (Lvl 1-4) Beginner,"Diese Class ist für Einsteiger, sowie für Students mit Poleerfahrung geeignet. Wir arbeiten individuell an Deinem Polewissen und gehen bedürfnisorientiert auf Dich ein. In diesem Kurs geht es ausschließlich um Techniktraining im Levelbereich 1-4. Mit raffinierten Tricks und Combos erweiterst Du Stück für Stück dein Polerepertoire. Diese Klasse ist das perfekte Zusatztraining zu unseren Choreokursen, du kannst Ihn aber auch für Dein alleiniges Training nutzen. Das Beste daran ist, dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/on-VZYe,20:00 - 21:00
ONLINE - Pole - Technik | Drop-In (Lvl 4-7) Intermediate,"Wir gehen online! _Wer sich für die heutige online Class angemeldet hat, findet ca 15 Minuten vor Kursbeginn einen Link in der Eversports-App zu deinem Zoommeeting Dieser Link ist die Einladung zu unserer Online Class. Lerne zu fliegen und behalte die Kontrolle über deinen Körper im Spinning Modus. Wir verbinden wunderschöne Spinning Tricks zu kleinen Combos. In dieser Class arbeiten wir an deiner kraftvollen und eleganten Performance. Dieser Kurs ist für alle Pole Level geeignet.",Pure Motion Kiel,Online,Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/MaltGNt,20:00 - 21:00
Contemporary,"Contemporary oder auch Zeitgenössischer Tanz bedient sich nicht nur an der Klassik und dem Modern Dance, es ist quasi alles erlaubt was sich gut anfühlt. Fließende Bewegungen, Bodenelemente, Worte in Bewegung verwandeln, Gefühle vertanzen, in Bewegung kommen und auch selbst Kreativ werden. Choreografie und Improvisation - Contemporary ist so vielfältig. **Idealerweise hast du bereits tänzerische Vorerfahrung**",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/ZGAuPQS,20:00 - 21:00
POLE SPECIAL - all about Ballarina | Workshop (ab Lvl 5) Intermediate,Dich erwarten 90 Minuten intensives Training. In diesem Workshop ist der Name Programm und ist für Polerinas mit Poleerfahrung geeignet. Allerdings ist es KEINE Voraussetzung den Trick bereits zu beherrschen. Gemeinsam arbeiten wir individuell an deinem Polewissen und gehen bedürfnisorientiert auf Dich ein.,Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Dienstag, 19. Dezember 2023",https://www.eversports.de/e/class/ZB5n2r8,20:00 - 21:30
Pole - Freetime,"ACHTUNG! Wer die Freetime nicht absagt zahlt 5,-€ Bearbeitungsgebühr!",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/VScLyXW,16:00 - 17:00
Aerial Hoop Drop-In ,"Das Training am Aerial Hoop ist sehr variationsreich, ebenso wie der Aerial Hoop selbst. Es gibt Figuren unter dem Hoop, im Ring und auch an der Aufhängung (oben, ausserhalb) des Hoop. Nach einem intensiven WarmUp zeigen wir Dir die verschiedenen Handhaltungen (Grips), Wege in den Aerial Hoop (Mounting), Figuren unter und im Aerial Hoop (Moves) und Übergänge (Transitions) für eine Routine. Jeder kann an diesem Kurs teilnehmen, hier gibt es keine Voraussetzung die Du benötigst. Dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Aerial Akrobatik,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/DHq7V3S,17:00 - 18:00
Lap & Chair - Christmas Choreo,"Sexy Moves und akrobatische Elemente auf dem Stuhl vereint. Zu anregender Musik lernst du eine feminine Choreografie mit, auf und um den Stuhl. Chairdance bietet dir eine unzählig viele Möglichkeiten dich tänzerisch auszulassen. Liebst du es dich zu sinnlicher, langsamer Musik zu bewegen oder tanzt du lieber frech und fordernd für deinen Partner. Entdecke deine Stilrichting beim Lap & Chair.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/RvdDiny,18:00 - 19:00
Lyrical Pole | Drop-In (Lvl 2-5) Intermediate ,"Nur Fliegen ist schöner :) Diese Class ist für Einsteiger, sowie für Students mit Poleerfahrung geeignet. Inspiriert durch die Klassik des Jazz Dances und angelehnt an gesungene Zeilen, lässt dich Lyrical in Schönheit aufgehen. So viel Eleganz und Anmut verbunden in einer berührenden Choreografie. Wir arbeiten individuell an Deinem Polewissen und gehen bedürfnisorientiert auf Dich ein. Mit raffinierten Tricks und Combos erweiterst Du Stück für Stück dein Polerepertoire. Diese Klasse ist das perfekte Zusatztraining zu unseren Choreokursen, du kannst Ihn aber auch für Dein alleiniges Training nutzen. Das Beste daran ist, dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/7xijR57,18:00 - 19:00
Voguing,"Was ist Vogue? Voguing ist eine Artform, die 1960 in der LGBT-(Lesbian, Gay, Bisexual und Transgender) Community in Harlem entstand. Der Begriff Voguing leitet sich tatsächlich von der Zeitschrift Vogue ab, da die Posen und die Models selbst als Inspiration und Vorbilder für den 1960 neu entstandenen Tanz- und Lebensstil dienten. Daraus entwickelte sich unter anderem die Tanzart Vogue Femme, die den meisten zum Begriff Voguing einfällt.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/DCuRhbu,19:00 - 20:00
Pole - Technik | Drop-In (Lvl 3-6) Intermediate,"Diese Class ist für Einsteiger, sowie für Students mit Poleerfahrung geeignet. Wir arbeiten individuell an Deinem Polewissen und gehen bedürfnisorientiert auf Dich ein. In diesem Kurs geht es ausschließlich um Techniktraining im Levelbereich 3-6. Mit raffinierten Tricks und Combos erweiterst Du Stück für Stück dein Polerepertoire. Diese Klasse ist das perfekte Zusatztraining zu unseren Choreokursen, du kannst Ihn aber auch für Dein alleiniges Training nutzen. Das Beste daran ist, dieser Kurs ist eine Drop-In Klasse in die Du jederzeit einsteigen kannst. Buchbar als Einzelstunde, 10er Block und mit unseren Monatstickets.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Poledance,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/nv8AbHp,19:00 - 20:00
ONLINE - Stretching ,"Wir gehen online! _Wer sich für die heutige online Class angemeldet hat, findet ca 15 Minuten vor Kursbeginn einen Link in der Eversports-App zu deinem Zoommeeting Dieser Link ist die Einladung zu unserer Online Class. Für eine gesunde Beweglichkeit ist Muskelaufbau und aktives Stretching genauso wichtig, wie passive Stretches. Starke Muskeln bedingen die aktive Dehnung der Gegenmuskel, stabilisieren unsere Gelenke und schützen sie vor Schäden. Verkürzte oder verkrampfte Muskulatur kann wiederum auf Dauer zu Haltungsschäden und Schmerzen führen. Wir streben deshalb nach einer gesunden Balance zwischen Beweglichkeit und Kraft. In unseren Stretching Classes verbinden wir Bewegungen aus dem Yoga, Kraftübungen mit dem eigenen Körpergewicht und Stretches in sinnvoller Reihenfolge miteinander. Im „Flow“ bereiten wir unseren Körper auf intensive Stretches oder komplexe Übungen vor und trainieren dabei unsere aktive sowie passive Beweglichkeit. Der Fokus der Kurse wechselt zwischen Hüftöffnern, Rückbeugen, Vorbeugen, Spagat, Umkehrhaltungen (Training für Handstand und Unterarmstand), Schulteröffnern und mehr!",Pure Motion Kiel,Online,Tanzen,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/KyA-WAJ,19:00 - 20:00
Stretching - Fullbody & Relax,"Für eine gesunde Beweglichkeit ist Muskelaufbau und aktives Stretching genauso wichtig, wie passive Stretches. Starke Muskeln bedingen die aktive Dehnung der Gegenmuskel, stabilisieren unsere Gelenke und schützen sie vor Schäden. Verkürzte oder verkrampfte Muskulatur kann wiederum auf Dauer zu Haltungsschäden und Schmerzen führen. Wir streben deshalb nach einer gesunden Balance zwischen Beweglichkeit und Kraft. In unseren Stretching Classes verbinden wir Bewegungen aus dem Yoga, Kraftübungen mit dem eigenen Körpergewicht und Stretches in sinnvoller Reihenfolge miteinander. Im „Flow“ bereiten wir unseren Körper auf intensive Stretches oder komplexe Übungen vor und trainieren dabei unsere aktive sowie passive Beweglichkeit. Der Fokus der Kurse wechselt zwischen Hüftöffnern, Rückbeugen, Vorbeugen, Spagat, Umkehrhaltungen (Training für Handstand und Unterarmstand), Schulteröffnern und mehr!",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Stretching,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/ZIVp8Qw,19:00 - 20:00
TwerXout,"Du willst tanzen und Dich dabei zu heißen Rhythmen bewegen, gleichzeitig Kalorien verbrennen, Muskeln aufbauen, schwitzen und Spaß haben? twerXout® das innovative Tanz-Fitness-Workout kombiniert schweißtreibende Übungen mit Basiselementen aus dem Twerk. The best workout innovation to get your booty in shape! Lerne die einzigartige Technik deinen Booty richtig in Szene zu setzen und zu coolen Choreografien zu bewegen.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Mittwoch, 20. Dezember 2023",https://www.eversports.de/e/class/_qC-IgB,20:00 - 21:00
Burlesque,"Verspielt, aufreizend und doch schüchtern. Burlesque schafft eine spielerische Verbindung zwischen Tanz und Verführung. Schlüpfe in schwarze Netzstrümpfe und tanze eine sexy Choreografie zu z.B. Moulin Rouge.",Pure Motion Kiel,"Eichkamp 1-5, 24116 Kiel",Tanzen,"Donnerstag, 21. Dezember 2023",https://www.eversports.de/e/class/KOlM9j7,19:00 - 20:00
