"Pole Studio","Stadt","Land","Adresse","PLZ","Telefonnummer","E-Mail-Adresse","Webseite","Facebook","Instagram","Art","ID","Angebot","Beschreibung","Updated Date","Owner","Created Date","Bildergalerie","Richtigkeit der Angaben","Pole Studios (Pole Studio)","Online Studios (Pole Studio)","Inaktiv","Löschvermerk"
"IncrediPole - Pole & Fitness by Carolin","Öhringen","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Süd"",""name"":""Stuttgart"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Öhringen"",""name"":""Öhringen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Öhringen"",""location"":{""latitude"":49.1929037,""longitude"":9.4830232},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""17"",""name"":""An der Lehmgrube"",""apt"":""""},""formatted"":""An d. Lehmgrube 17, 74613 Öhringen, Deutschland"",""country"":""DE"",""postalCode"":""74613"",""subdivision"":""BW""}","74613","'+49 177 4436439","hello@incredipole.de","https://www.incredipole.de/","https://www.facebook.com/carolin.widmann.54","https://www.instagram.com/incredipole_by_carolin/","Pole Studio","72f1ddf0-2fc5-4ab0-a094-0af565d62f25",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/incredipole---pole-%26-fitness-by-carolin","/onlinestudio/incredipole---pole-%26-fitness-by-carolin",,
"Anni's Pole-Dance Uetersen","Uetersen","Deutschland","{""formatted"":""Pracherdamm 8 , 25436 Uetersen""}","25436","015253821082","anni@annis-poledance.de","https://www.annis-poledance.de/","https://www.facebook.com/login.php?skip_api_login=1&api_key=966242223397117&signed_next=1&next=https%3A%2F%2Fwww.facebook.com%2Fsharer.php%3Fu%3Dhttps%253A%252F%252Fwww.annis-poledance.de%252F%26t%3DHallo&cancel_url=https%3A%2F%2Fwww.facebook.com%2Fdialog%2Fclose_window%2F%3Fapp_id%3D966242223397117%26connect%3D0%23_%3D_&display=popup&locale=de_DE",,"Pole Studio","73d3b9cf-f7f0-4862-bf42-38b864e0ecb9",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-25T14:51:19Z,,,"/polestudio/anni's-pole-dance-uetersen","/onlinestudio/anni's-pole-dance-uetersen",,
"Pole-Fit-Britt","Essen","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""E"",""name"":""Essen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Essen"",""location"":{""latitude"":51.4496664,""longitude"":6.9852605},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""2"",""name"":""Harkortstraße"",""apt"":""""},""formatted"":""Harkortstraße 2, 45145 Essen, Deutschland"",""country"":""DE"",""postalCode"":""45145""}","45145","0201 79989312","polebritt@flink1.de","http://www.poledance-britt.de/kontakt/index.html","https://www.facebook.com/pole.britt","https://www.instagram.com/polefitbrit/","Pole Studio","7438f441-b54c-4fa8-addb-5eb7422a505a",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/pole-fit-britt","/onlinestudio/pole-fit-britt",,
"Aerial Athletix ","Kassel","Deutschland",,"34253","NaN","lenakoenig-ks@arcor.de","https://instagram.com/aerial_athletix?igshid=NGVhN2U2NjQ0Yg==","https://instagram.com/aerial_athletix?igshid=NGVhN2U2NjQ0Yg==",,"Online Studio","74ef5d8f-895a-45de-a870-99dd151936f5",,"<p>..</p>",2023-10-04T09:36:06Z,"2782cac1-b57e-4b0a-b721-e05695fe469c",2023-10-04T09:36:06Z,,true,"/polestudio/aerial-athletix-","/onlinestudio/aerial-athletix-",,
"LIFT OFF - Poledance Academy Frankfurt","Frankfurt am Main","Deutschland","{""formatted"":""Schwedlerstraße 1-5, 60314 Frankfurt am Main""}","60314","0173 9474939","info@liftoff-poledance.de","https://www.liftoff-poledance.de/","https://www.facebook.com/LiftOff.Poledance/photos/","https://www.instagram.com/liftoffpoledance/","Pole Studio","7591864a-b12d-45e5-9370-069e8c6f8ad3",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-08T11:34:34Z,,,"/polestudio/lift-off---poledance-academy-frankfurt","/onlinestudio/lift-off---poledance-academy-frankfurt",,
"MetroPole Dance - NOW1","Obersulm","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Süd"",""name"":""Stuttgart"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Obersulm"",""name"":""Obersulm"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Obersulm"",""location"":{""latitude"":49.136561,""longitude"":9.358040299999999},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""16"",""name"":""Mühlstraße"",""apt"":"""",""formattedAddressLine"":""Mühlstraße 16""},""formatted"":""Mühlstraße 16, 74182 Obersulm, Deutschland"",""country"":""DE"",""postalCode"":""74182"",""subdivision"":""BW""}","74182","015202929952","now@metropole-dance.de","https://www.metropole-dance.de/",,"https://www.instagram.com/metropole.dance/","Pole Studio","75b63770-2e89-4872-b12b-7a3703450081",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-03-27T15:17:10Z,,,"/polestudio/metropole-dance---now1","/onlinestudio/metropole-dance---now1",,
"T-Tanzstück Wolfsburg","Wolfsburg","Deutschland","{""formatted"":""Borsigstraße 41, 38446 Wolfsburg""}","38446","'+49 178/ 169 79 00","info@t-tanzstueck.de","https://t-tanzstueck.de/","https://www.facebook.com/TTanzstueck/?fref=ts","https://www.instagram.com/ttanzstueck/","Pole Studio","76692b0e-a9fe-42a0-9021-a3284e7534fc",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-05-03T15:31:32Z,,,"/polestudio/t-tanzst%C3%BCck-wolfsburg","/onlinestudio/t-tanzst%C3%BCck-wolfsburg",,
"Aerial Art Poledance City Base","Saarbrücken","Deutschland","{""subdivisions"":[{""code"":""SL"",""name"":""Saarland"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Saarbrücken"",""name"":""Saarbrücken"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Saarbrücken"",""location"":{""latitude"":49.23158000000001,""longitude"":7.006320000000001},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""70"",""name"":""Großherzog-Friedrich-Straße"",""apt"":""""},""formatted"":""Großherzog-Friedrich-Straße 70, 66121 Saarbrücken, Deutschland"",""country"":""DE"",""postalCode"":""66121"",""subdivision"":""SL""}","66121","0177 7870239","info@aerialart-poledance.de","http://aerialart-poledance.de/","http://""unbekannt""","https://www.instagram.com/aerialartpoledance/","Pole Studio","767195b4-48c7-4acc-8b96-5369269acba9",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/aerial-art-poledance-city-base","/onlinestudio/aerial-art-poledance-city-base",,
"Pole Dance Studio Nürnberg","Nürnberg","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Mittelfranken"",""name"":""Mittelfranken"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Nürnberg"",""name"":""Nürnberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Nürnberg"",""location"":{""latitude"":49.4497571,""longitude"":11.0724782},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""10"",""name"":""Färberstraße"",""apt"":""""},""formatted"":""Färberstraße 10, 90402 Nürnberg, Deutschland"",""country"":""DE"",""postalCode"":""90402"",""subdivision"":""BY""}","90402","01578 6793817","alice@poledance-shows.de","https://www.poledance-shows.de/","http://""unbekannt""","http://""unbekannt""","Pole Studio","78c695f9-8879-4e34-bdc1-abf11b8969f6",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/pole-dance-studio-n%C3%BCrnberg","/onlinestudio/pole-dance-studio-n%C3%BCrnberg",,
"Aerial Art Poledance Country Base","Quierschied","Deutschland","{""subdivisions"":[{""code"":""SL"",""name"":""Saarland"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Quierschied"",""name"":""Quierschied"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Quierschied"",""location"":{""latitude"":49.3262382,""longitude"":7.042665899999999},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""98"",""name"":""Holzer Straße"",""apt"":""""},""formatted"":""Holzer Str. 98, 66287 Quierschied, Deutschland"",""country"":""DE"",""postalCode"":""66287"",""subdivision"":""SL""}","66287","0177 7870239","info@aerialart-poledance.de","http://aerialart-poledance.de/","http://""unbekannt""","https://www.instagram.com/aerialartpoledance/","Pole Studio","79d14345-a845-4483-9903-b5a139731833",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/aerial-art-poledance-country-base","/onlinestudio/aerial-art-poledance-country-base",,
"PoleSports Studio Buchholz","Buchholz","Deutschland","{""subdivisions"":[{""code"":""NDS"",""name"":""Niedersachsen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Buchholz in der Nordheide"",""name"":""Buchholz in der Nordheide"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Buchholz in der Nordheide"",""location"":{""latitude"":53.3091862,""longitude"":9.802412000000002},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""2"",""name"":""Hannoversche Straße"",""apt"":""""},""formatted"":""Hannoversche Str. 2, 21244 Buchholz, Deutschland"",""country"":""DE"",""postalCode"":""21244""}","21244","0251 9811575865","info@polesports.de","https://polesports.de/studios-pole-dance-buchholz-i-d-n/","https://www.facebook.com/polesports.de/about/?ref=page_internal","http://""unbekannt""","Pole Studio","7ad611a0-f2fa-46cf-b7c6-e22b00d47a00",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/polesports-studio-buchholz","/onlinestudio/polesports-studio-buchholz",,
"Polepoint Dance Studio","Neu-Ulm","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Schwaben"",""name"":""Schwaben"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Neu-Ulm"",""name"":""Neu-Ulm"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Neu-Ulm"",""location"":{""latitude"":48.3948355,""longitude"":10.0015906},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""4"",""name"":""Kasernstraße"",""apt"":""""},""formatted"":""Kasernstraße 4, 89231 Neu-Ulm, Deutschland"",""country"":""DE"",""postalCode"":""89231"",""subdivision"":""BY""}","89231","0171 9962255","info@polepoint.de","https://www.polepoint.de/","https://www.facebook.com/Polepoint","https://www.instagram.com/polepoint.de/","Pole Studio","7af3d89d-ea14-4e3b-8731-e4161b2d3a66",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/polepoint-dance-studio","/onlinestudio/polepoint-dance-studio",,
"Slow Motion","Griesheim","Deutschland","{""city"":""Griesheim"",""location"":{""latitude"":49.86909,""longitude"":8.552380000000001},""streetAddress"":{""number"":""7"",""name"":""Wiesenstraße"",""apt"":"""",""formattedAddressLine"":""Wiesenstraße 7""},""formatted"":""Wiesenstraße 7, 64347 Griesheim, Deutschland"",""country"":""DE"",""postalCode"":""64347"",""subdivision"":""HE""}","64347","01635349194","info@slowmotion.dance","http://www.slowmotion.dance/","https://www.facebook.com/SlowMotionPoleAerialDance","https://www.instagram.com/slowmotion_dance/","Pole Studio","7bbcdaae-789f-4460-b335-e0c4b9ee504d","<p class=""font_8"" style=""text-align: center"">Wir bieten eine große Kursvielfalt an. Egal ob Pole Dance, Aerial Hoop, Aerial Hammock, Aerial Kids, Heels Dance, Flexibilitätskurse oder Powerkurse. Bei uns ist für jeden was dabei! Wir tanzen Choreographien und/oder konzentrieren uns auf die akrobatischen Aspekte des Sports. Wir versuchen verschiedene Stile miteinzubringen, ebenso auch durch unsere wechselnden Specials, um euch Abwechslung und Vielfalt zu bieten!</p>","<p class=""font_8"" style=""text-align: center"">Mit großer Passion zum Pole Dance &amp; Aerial Sport ist das Slow Motion Studio entstanden. Mit Liebe zu diesem Sport haben wir uns die Mission gesetzt einen Ort zu schaffen, an dem sich jeder wohlfühlt und gerne zum Trainieren kommt. Wir möchten unsere Leidenschaft für den Sport weitergeben und einen Ort bieten, an dem Tanz, Fitness und Akrobatik, sowie Ausdruck und Eleganz zu einem individuellen Erlebnis wird.</p>
<p class=""font_8"" style=""text-align: center"">Unser lichtdurchflutetes Studio bietet dir mit hohen Decken und gutem Equipment einen Ort an dem du dich wohlfühlen wirst. Wir haben großen Wert auf ein ansprechendes Design unseres Studios gelegt, sodass du nicht nur wegen dem Sport, sondern auch wegen dem Umfeld wieder kommen möchtest. Mit Liebe zum Detail und großer Leidenschaft haben wir einen schönen Ort geschaffen, wo der Pole und Aerial Sport gelernt und geübt werden kann. Wir freuen uns auf euch!!!</p>",2023-05-22T17:46:06Z,"be8296ee-f87a-4cc9-9a18-aa7556ef6118",2023-04-27T16:50:50Z,"[{""description"":"""",""slug"":""gallerie-slow-motion-1.jpg_0"",""alt"":"""",""src"":""wix:image://v1/be8296_6f4bfb835e4f467aad956906a23e4e1e~mv2.jpg/gallerie20slow20motion201.jpg#originWidth=1020&originHeight=681"",""title"":""Gallerie Slow Motion 1.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""gallerie-slow-motion-2.jpg_0"",""alt"":"""",""src"":""wix:image://v1/be8296_b97c2527592145298d07b75cfb1afde6~mv2.jpg/gallerie20slow20motion202.jpg#originWidth=1020&originHeight=681"",""title"":""Gallerie Slow Motion 2.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""gallerie-slow-motion-titelbild.jpg_0"",""alt"":"""",""src"":""wix:image://v1/be8296_3a22710fe9964188a33b873e2c5f691b~mv2.jpg/gallerie20slow20motion20titelbild.jpg#originWidth=1020&originHeight=681"",""title"":""Gallerie Slow Motion Titelbild.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""gallerie-slow-motion.jpg_0"",""alt"":"""",""src"":""wix:image://v1/be8296_7696e4ddeee744938f3474a824550a36~mv2.jpg/gallerie20slow20motion.jpg#originWidth=1020&originHeight=681"",""title"":""Gallerie Slow Motion.jpg"",""type"":""image"",""settings"":{}},{""description"":"""",""slug"":""logo-final_-ellipse.png_0"",""alt"":"""",""src"":""wix:image://v1/be8296_d04c5db02d014f7dbbe798823c0dbb4c~mv2.png/logo20final_20ellipse.png#originWidth=4500&originHeight=3024"",""title"":""Logo Final_ Ellipse.png"",""type"":""image"",""settings"":{}}]",true,"/polestudio/slow-motion","/onlinestudio/slow-motion",,
"PoleSports Studio Lüneburg","Lüneburg","Deutschland","{""formatted"":""Day Night Sports, Kuhstr. 1a, 21335 Lüneburg""}","21335","'-","'-","https://polesports.de/kurse/https/polesportsde/kurse/PoleSports-Lueneburg",,,"Pole Studio","7bedb789-d84c-403f-9379-f247d2a32892",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-08T11:34:34Z,,,"/polestudio/polesports-studio-l%C3%BCneburg","/onlinestudio/polesports-studio-l%C3%BCneburg",,
"Aerial & Vertikal Floor of Art","Kassel","Deutschland","{""subdivisions"":[{""code"":""HE"",""name"":""Hessen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KS"",""name"":""Kassel"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Kassel"",""name"":""Kassel"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Kassel"",""location"":{""latitude"":51.3234678,""longitude"":9.5176103},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""43"",""name"":""Gartenstraße"",""apt"":""""},""formatted"":""Gartenstraße 43, Kassel, Deutschland"",""country"":""DE"",""postalCode"":""34125"",""subdivision"":""HE""}","34121","0176 45825186","aerial-vertical-kassel@outlook.de","https://www.aerialandverticalfloorofart.com/","https://www.facebook.com/AerialAndVerticalFloorOfArt","https://www.instagram.com/aerial_art_kassel/?hl=de","Pole Studio","7cf44ce4-8d73-4885-95d5-65321b812fb0",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/aerial-%26-vertikal-floor-of-art","/onlinestudio/aerial-%26-vertikal-floor-of-art",true,
"Unique Pole Art","Darmstadt","Deutschland","{""subdivisions"":[{""code"":""HE"",""name"":""Hessen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""DA"",""name"":""Darmstadt"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Darmstadt"",""name"":""Darmstadt"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Darmstadt"",""location"":{""latitude"":49.8638571,""longitude"":8.6300946},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""47"",""name"":""Am Kavalleriesand"",""apt"":""""},""formatted"":""Am Kavalleriesand 47, 64295 Darmstadt, Deutschland"",""country"":""DE"",""postalCode"":""64295"",""subdivision"":""HE""}","64295","01577 6426141","info@poledance-darmstadt.de","https://www.poledance-darmstadt.de/","https://www.facebook.com/poledance.darmstadt/","https://www.instagram.com/uniquepoleart_darmstadt/","Pole Studio","7d4425d7-0044-44a8-ac4c-b78361136375",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/unique-pole-art","/onlinestudio/unique-pole-art",,
"Polesition","Abensberg","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Oberpfalz"",""name"":""Oberpfalz"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Regensburg"",""name"":""Regensburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Regensburg"",""location"":{""latitude"":49.0131,""longitude"":12.08768},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""8A"",""name"":""Kumpfmühler Straße"",""apt"":""""},""formatted"":""Kumpfmühler Str. 8A, 93047 Regensburg, Deutschland"",""country"":""DE"",""postalCode"":""93047"",""subdivision"":""BY""}","93047","0176 42219457","info@polesition-regensburg.de","http://www.polesition-regensburg.de/","https://www.facebook.com/PolesitionRegensburg/","https://www.instagram.com/polesitionregensburg_abensberg/","Pole Studio","7db9009d-8521-4a52-b749-0f043774d952",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/polesition","/onlinestudio/polesition",,
"La Belle","Langenhagen","Deutschland","{""subdivisions"":[{""code"":""NDS"",""name"":""Niedersachsen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Langenhagen"",""name"":""Langenhagen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Langenhagen"",""location"":{""latitude"":52.4391168,""longitude"":9.740414999999999},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""4"",""name"":""Marktplatz"",""apt"":"""",""formattedAddressLine"":""Marktpl. 4""},""formatted"":""Marktplatz 4, 30853 Langenhagen, Deutschland"",""country"":""DE"",""postalCode"":""30853""}","30853","0151/50993060","info@studio-labelle.de","https://studio-labelle.de/","https://www.facebook.com/people/La-Belle-Pole-Dance-Hannover/100076218791537/","https://www.instagram.com/loft_la_belle/","Pole Studio","7f626be7-033b-40bb-89d0-462220ea683e",,"<p class=""font_8"">Studio In unserem Loft-Studio La Belle trainierst du in kleinen Gruppen auf einer großzügigen Fläche von 210 qm und einer Deckenhöhe von 3,80 m an neun hochwertigen Poles in einer familiären und geschützten Atmosphäre. Wir bieten dir viel Raum und Platz für deine Kreativität, stets begleitet von unseren professionell ausgebildeten Trainerinnen oder Trainern. Von den Leveln „beginner“ bis „advanced“ sowie den weiteren vielfältigen Facetten des Pole Sports bieten wir verschiedenste und abwechslungsreiche Kursformate, stets mit der höchsten Qualität auf dem höchsten Niveau. In unseren ausgewiesenen, freien Trainingsstunden darfst du unser Loft inklusive des Equipments kostenfrei nutzen, um das Erlernte zu vertiefen und deine Kreativität frei zu entfalten. Eine Trainerin oder Trainer ist auch hier jederzeit vor Ort, um dich bei Fragen oder Hilfestellungen zu unterstützen. Ein eigener Umkleidebereich, eine einladende Lounge und auch eine Kaffee- und Teeküche laden dazu ein, es sich hier auch in den Trainingspausen gemütlich zu machen. Für die bequeme Anreise ist der direkte Anschluss an die Stadtbahn der ÜSTRA gegeben, ebenso stehen euch vor dem Studio ausreichend kostenlose Parkplätze zur Verfügung. Lerne mit uns fliegen … Wir freuen uns auf dich.
</p>",2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-03-06T12:34:54Z,,,"/polestudio/la-belle","/onlinestudio/la-belle",,
"Polestudio Neuss","Neuss","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Neuss"",""name"":""Neuss"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Neuss"",""location"":{""latitude"":51.189139,""longitude"":6.690441799999999},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""94"",""name"":""Bergheimer Straße"",""apt"":""""},""formatted"":""Bergheimer Str. 94, 41464 Neuss, Deutschland"",""country"":""DE"",""postalCode"":""41464""}","41464","01782928270","nicole@polestudio-neuss.de","https://2021.poledance-neuss.com/?w=/list-view","https://www.facebook.com/showroompoledance","https://www.instagram.com/poledanceneuss/","Pole Studio","7fc0c50e-94cb-4845-b7dc-1201063e7bd6",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/polestudio-neuss","/onlinestudio/polestudio-neuss",,
"Anni's Pole-Dance Neumünster","Neumünster","Deutschland","{""subdivisions"":[{""code"":""SH"",""name"":""Schleswig-Holstein"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""NMS"",""name"":""Neumünster"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Neumünster"",""location"":{""latitude"":54.0784359,""longitude"":9.9847021},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""52"",""name"":""Kieler Straße"",""apt"":""""},""formatted"":""Kieler Str. 52, 24534 Neumünster, Deutschland"",""country"":""DE"",""postalCode"":""24534"",""subdivision"":""SH""}","24534","01525 3821082","anni@annis-poledance.de","https://www.annis-poledance.de/","https://www.facebook.com/profile.php?id=100063660664725","https://www.instagram.com/annis_poledance_neumuenster/?hl=de","Pole Studio","804f58ab-8779-4d16-8373-acee8167e08c",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/anni's-pole-dance-neum%C3%BCnster","/onlinestudio/anni's-pole-dance-neum%C3%BCnster",,
"Pole Dream","Ingolstadt","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Oberbayern"",""name"":""Oberbayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Ingolstadt"",""name"":""Ingolstadt"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Ingolstadt"",""location"":{""latitude"":48.766369,""longitude"":11.4249562},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""5A"",""name"":""Proviantstraße"",""apt"":""""},""formatted"":""Proviantstraße 5A, 85049 Ingolstadt, Deutschland"",""country"":""DE"",""postalCode"":""85049"",""subdivision"":""BY""}","85049","0176 60005257","office@pole-dream.de","https://www.pole-dream.de/","https://www.facebook.com/poledreamingolstadt/","https://www.instagram.com/poledreamingolstadt/","Pole Studio","808eddc4-e260-4e9a-8d64-8214bf556611",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/pole-dream","/onlinestudio/pole-dream",,
"Polearize","Bochum","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Arnsberg"",""name"":""Arnsberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""BO"",""name"":""Bochum"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Bochum"",""location"":{""latitude"":51.47931639999999,""longitude"":7.2132184},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""6"",""name"":""Rottstraße"",""apt"":""""},""formatted"":""Rottstraße 6, 44793 Bochum, Deutschland"",""country"":""DE"",""postalCode"":""44793""}","44793","0163 6331603","info@polearize.de","https://www.polearize.de/","https://www.facebook.com/polearize.studio/","https://www.instagram.com/polearize.studio/","Pole Studio","8143a851-5644-42f5-bdfd-3c42597472ea",,,2023-05-22T17:46:06Z,"284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,,,"/polestudio/polearize","/onlinestudio/polearize",,
