"Name","Art","Inaktiv","Datum","Owner","Webseite","Uhrzeit","Enddatum","Level","Preis","Dauer","Kategorie","Beschreibung","Trainer","Anbieter","Pole Studio","Stadt","Land","Kurzbeschreibung","Schwerpunkte","Titelbild","Portfolio","Favoriten","Created Date","Löschvermerk","ID","Updated Date","Trainerbeschreibung","Trainerbild","Richtigkeit der Angaben","Bilder inkludiert","Kosten pro Bild","Events (All)","Events (Name)"
"Burlesque Anfängerworkshop","Workshop",,"2023-12-16","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/DZu7ek9","15:00 - 17:00 Uhr",,"Beginner","ab 85,00 €",,"Dance (no pole)","<p class=""font_8"">Burlesque ist eine klassische Form des erotischen Tanzes, die den Striptease mit – oftmals humorvollem – Unterhaltungstheater verbindet. In Stil und Kostümen knüpft die neue Form des Burlesque an die 1920er bis 1960er Jahre an und verbindet diese mit modernen Elementen.</p>","<p class=""font_8"">Lady Lou</p>",,"aff95b8f-66f1-49f0-997e-ff70484a05c7","Berlin","Deutschland",,,,,,2023-12-03T19:12:32Z,,"d887d83a-7656-4306-8e28-59b4f8622eda",2023-12-03T19:14:18Z,,,,,,"/workshop/","/event/burlesque-anf%C3%A4ngerworkshop"
"Aerial Kids Workshop: Vertikaltuch Mittelstufe","Workshop",,"2023-12-10","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/eBHbtAi","15:00 - 16:30 Uhr",,"Intermediate","ab 30,00 €",,"Aerial Art (no pole)","<p class=""font_8"">Vertikaltuchakrobatik für Kinder mit Erfahrung im Tuch</p>","<p class=""font_8"">Lena</p>",,"59346f3f-196e-4f88-9254-f96a161b6eff","Münster","Deutschland",,,,,,2023-12-03T19:12:32Z,,"d8a8f830-5a11-4b56-8491-66828e3e8173",2023-12-03T19:14:05Z,,,,,,"/workshop/","/event/aerial-kids-workshop%3A-vertikaltuch-mittelstufe"
"Aerial Cruise Croatia Aerial Retreat","Pole Camp",,"2024-08-24","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.aerialcruisecroatia.com/",,"2024-08-31","Alle Level","ab 1650€",,,"<p class=""font_8"">INCLUDED​​​</p>
<ul class=""font_8"">
  <li><p class=""font_8"">7 days&nbsp;on board the sailing yacht (cabins with double beds)</p></li>
  <li><p class=""font_8"">All food on board: Breakfast, Lunch, and Dinner* (*We eat out in a restaurant 4 times which is not included), Filled self-service fridge 24h with snacks and fruits</p></li>
  <li><p class=""font_8"">All drinks on board: water, orange juice, soft drinks, coffee, tea</p></li>
  <li><p class=""font_8"">25 hours of open Training above the sea - every day (except arrival- and departure day)</p></li>
  <li><p class=""font_8"">Aerial workshops daily, 2 workshops included; additional workshops for 25.- per class</p></li>
  <li><p class=""font_8"">All side activities: SUP, mermaiding, snorkeling daily, sailing, dolphin watching, hiking depending on weather</p></li>
  <li><p class=""font_8"">All aerial and rigging equipment (silks, hammock, net), plus mermaid tails.</p></li>
  <li><p class=""font_8"">All fees (harbor dues, docking fees, permits, tourist tax, etc.)</p></li>
  <li><p class=""font_8"">Two skippers and two aerial instructors will be on board to keep you safe and comfortable at all times</p></li>
  <li><p class=""font_8"">Aerial Cruise Croatia welcome pack</p></li>
</ul>
<p class=""font_8"">​</p>
<p class=""font_8"">NOT INCLUDED</p>
<ul class=""font_8"">
  <li><p class=""font_8"">Travel costs to/from the marina</p></li>
  <li><p class=""font_8"">Travel insurance (obligatory)</p></li>
  <li><p class=""font_8"">All expenses ashore</p></li>
</ul>",,"Aerialsea & Aerial Silk Vienna",,"Sukosan Area","Kroatien",,,,,,2023-10-25T13:24:27Z,,"d90ed35b-9e12-49a2-8d9d-06654885e4d0",2023-10-25T13:27:11Z,,,,,,"/workshop/","/event/aerial-cruise-croatia-aerial-retreat"
"Chair Dance I Fierce & Feminine (All)","Workshop",,"2023-12-09","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/vYd48H_","12:30 - 14:00 Uhr",,"Alle Level","ab 30,00 €",,"Dance (no pole)","<p class=""font_8"">Sitzen ist das neue Rauchen? Zum Glück dreht es sich in diesem Workshop nicht ums Sitzen! In diesem Workshop wird der Stuhl zu einem einzigartigen Tanz-Tool. Du wirst lernen, in einer aufregend femininen Choreografie sinnlich mit und um den Stuhl zu tanzen und das Ganze in eine mitreißende Performance zu verwandeln. Du benötigst keinerlei Tanzerfahrung, und wirst überrascht sein, wie die richtigen Techniken und Bewegungen dein Selbstbewusstsein und dein Körpergefühl auf ein neues Level heben können.</p>","<p class=""font_8"">Julia B.</p>",,"5febf86d-6462-45e3-a738-b6c3f2c1e719","Hamburg","Deutschland",,,,,,2023-12-03T19:12:33Z,,"d9239386-411a-4503-8603-18c7256f7352",2023-12-03T19:13:56Z,,,,,,"/workshop/","/event/chair-dance-i-fierce-%26-feminine-(all)"
"Burlesque Fortgeschrittenen-Workshop mit Lady Lou","Workshop",,"2024-03-02","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/xqCULot","18:15 - 20:15 Uhr",,"Advanced","ab 55,00 €",,"Dance (no pole)","<p class=""font_8"">Burlesque Fortgeschrittenen-Workshop mit Lady Lou</p>","<p class=""font_8"">Lady Lou</p>",,"aff95b8f-66f1-49f0-997e-ff70484a05c7","Berlin","Deutschland",,,,,,2023-12-03T19:12:32Z,,"d9b3dc40-2d40-4ea3-a4a6-9fac8651e4e2",2023-12-03T19:16:10Z,,,,,,"/workshop/","/event/burlesque-fortgeschrittenen-workshop-mit-lady-lou"
"Lap Dance I Sensual Seduction (All)","Workshop",,"2023-12-09","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/TUPgiPb","14:30 - 16:00 Uhr",,"Alle Level","ab 30,00 €",,"Dance (no pole)","<p class=""font_8"">Lap Dance ist die intimste Art, sich deinem Gegenüber zu offenbaren. Es dreht sich alles darum, eine Atmosphäre zu schaffen, in der du die Person, die auf dem Stuhl sitzt, durch geschmeidige Bewegungen und sanfte Berührungen in deinen Bann ziehst. Doch keine Sorge – du bestimmst, wie viel du von dir preisgibst und welche Geschichte du heute erzählen möchtest.</p>","<p class=""font_8"">Julia B.</p>",,"5febf86d-6462-45e3-a738-b6c3f2c1e719","Hamburg","Deutschland",,,,,,2023-10-29T11:34:25Z,,"da48d668-0682-4f96-bfb5-5494e8e54937",2023-11-01T14:02:04Z,,,,,,"/workshop/","/event/lap-dance-i-sensual-seduction-(all)"
"Heels Choreo (Beginner) mit Lea","Workshop",,"2024-01-21","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/2O7oiCT","16:00 - 17:30",,"Beginner","ab 35,00 €",,"Pole & Heels","<p class=""font_8"">Pole Dance Star „Lea“ kommt für zwei Workshops nach Lippstadt!</p>",,,"22709904-bb89-4b0f-99fe-f0387f223eb1","Lippstadt","Deutschland",,,,,,2023-12-03T19:12:32Z,,"da5c762e-38e6-4ce0-8ce0-f3a8f8ee4e61",2023-12-03T19:13:33Z,,,,,,"/workshop/","/event/heels-choreo-(beginner)-mit-lea"
"Seamless Flow Magic","Workshop",,"2024-01-20","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/jYJdZP9","11:00 - 12:30 Uhr",,"Alle Level","ab 65,00 €",,"Pole Flow","<p class=""font_8"">Seamless Flow Magic mit Laura Lou</p>",,,"14800fd6-3c84-48d8-a48a-43a439706836","Gottmadingen","Deutschland",,,,,,2023-09-26T15:05:55Z,,"dc0b3618-606c-450a-94ff-e97208806fb2",2023-11-01T14:02:04Z,,,,,,"/workshop/","/event/seamless-flow-magic"
"EXOSTARSCAMP Winter Camp","Pole Camp",,"2024-02-24","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.instagram.com/p/CztiTCFIR-2/",,"2024-03-02","Alle Level","ab 800 Euro",,,"<p class=""font_8"">We are very happy that we were able to find new such great instructors in such a short time and here they are:<br>
▪️ <a href=""https://www.instagram.com/olga.baidyuk/"">@olga.baidyuk</a><br>
▪️ <a href=""https://www.instagram.com/the_pole_wizard/"">@the_pole_wizard</a><br>
▪️ <a href=""https://www.instagram.com/aleksandra___karolina/"">@aleksandra___karolina</a><br>
▪️ <a href=""https://www.instagram.com/ilja_med/"">@ilja_med</a><br>
▪️ <a href=""https://www.instagram.com/deny_grigorik/"">@deny_grigorik</a><br>
▪️ <a href=""https://www.instagram.com/ddjunna/"">@ddjunna</a><br>
▪️ <a href=""https://www.instagram.com/eve_archarly/"">@eve_archarly</a><br>
▪️ <a href=""https://www.instagram.com/kaz.irk/"">@kaz.irk</a><br>
<br>
We managed to maintain the idea of combining the world of frame up and exotic in one event, which we are very happy about. We hope that you also liked our new staff. We are waiting for your registration, which we open today☺️<br>
<br>
This time, as well as the last one, there will be a division into 4 groups in terms of level: basic, medium, advanced, master.<br>
<br>
And now the details :<br>
<br>
💰 COST: 3500pln<br>
<br>
(Depment 1500pln)<br>
<br>
Deposit paid until 30.11.2023 !!!!<br>
<br>
The whole sum until 30.01.2024 !!!!</p>
<p class=""font_8""><br></p>
<p class=""font_8"">The number of participants is limited! What matters is the priority of applications. You can come with an accompanying person. The hotel rooms are double. The price of the camp includes:<br>
<br>
▪️ ACCOMMODATION<br>
<br>
▪️ FOOD<br>
<br>
▪️ WORKSHOPS<br>
<br>
▪️ ADDITIONAL ATTRACTIONS<br>
<br>
▪️ GIFTS</p>","<p class=""font_8"">▪️ <a href=""https://www.instagram.com/olga.baidyuk/"">@olga.baidyuk</a><br>
▪️ <a href=""https://www.instagram.com/the_pole_wizard/"">@the_pole_wizard</a><br>
▪️ <a href=""https://www.instagram.com/aleksandra___karolina/"">@aleksandra___karolina</a><br>
▪️ <a href=""https://www.instagram.com/ilja_med/"">@ilja_med</a><br>
▪️ <a href=""https://www.instagram.com/deny_grigorik/"">@deny_grigorik</a><br>
▪️ <a href=""https://www.instagram.com/ddjunna/"">@ddjunna</a><br>
▪️ <a href=""https://www.instagram.com/eve_archarly/"">@eve_archarly</a><br>
▪️ <a href=""https://www.instagram.com/kaz.irk/"">@kaz.irk</a></p>","Martyna Dominikowska",,"Piwniczna-Zdrój","Polen",,,,,,2023-11-19T08:54:34Z,,"dc2a072b-db4a-4c80-b997-47877d2424d4",2023-11-19T08:54:34Z,,,,,,"/workshop/","/event/exostarscamp-winter-camp"
"AMY WILLIAMS - Legs & lines (my signature tricks)","Workshop",,"2023-12-09","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.ch/e/workshop/e5e5dAp","17:00 - 19:00 Uhr",,,"ab 50,00 CHF",,"Pole Tricks & Technik",,"<p class=""font_8"">AMY WILLIAMS</p>",,"d8617e3b-4d1f-401f-b45e-a539262e0163","Bern","Deutschland",,,,,,2023-12-03T19:12:32Z,,"dec580cb-0f66-402f-b3bc-0bd8dc782e31",2023-12-03T19:13:56Z,,,,,,"/workshop/","/event/amy-williams---legs-%26-lines-(my-signature-tricks)"
"Heels Choreo mit Lea","Workshop",,"2024-01-21","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/Orqklfc","12:00 - 13:30",,"Beginner","ab 35,00 €",,"Pole & Heels","<p class=""font_8"">Pole Dance Star „Lea“ kommt für zwei Workshops nach Lippstadt!</p>",,,"22709904-bb89-4b0f-99fe-f0387f223eb1","Lippstadt","Deutschland",,,,,,2023-10-29T11:34:25Z,,"dece279f-6e0c-4b65-a9bd-519df10594dd",2023-11-01T14:02:04Z,,,,,,"/workshop/","/event/heels-choreo-mit-lea"
"Caribbean Pole Camp - Pole Sport","Pole Camp",true,"2023-10-15","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://caribbean-camp.com/en/caribbean-camp/",,"2023-10-22",,"ab 690 €",,,"<p class=""font_8"">The Caribbean Pole Camps are back for new weeks of Pole Dance and Exotic ! We are happy to welcome a special guest for this new season : Bénédicte Rinaldi &amp; Audrey Lebrun, Alis Burning Heel, Marie Moulin &amp; Lucie Beret, Estefania Jimenez &amp; Doris Arnold, Hanna Joyce, Laura Lou &amp; Bianca Bi !</p>
<p class=""font_8"">The Caribbean Camp adventure consists of one or two idyllic tropical weeks, unforgettable encounters and a lot of fun!</p>
<p class=""font_8"">Live your passion to the fullest while relaxing under the palm trees. The program includes dance lessons in the morning and in the afternoon, a variety of activities (visiting idyllic beaches, hikes in the Jungle, whale watching, surf…).</p>
<p class=""font_8"">Good vibes only !</p>
<p class=""font_8""><br></p>
<p class=""font_8"">Camp #6</p>
<p class=""font_8"">15.10.23 to 22.10.23 with Audrey Lebrun &amp; Bénédicte Rinaldi</p>
<p class=""font_8"">15h Workshops, (photoshooting &amp; pool party in extra)</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Audrey Lebrun</p></li>
  <li><p class=""font_8"">Benedicte Rinaldi</p></li>
</ul>","Caribbean Academy",,"Guadeloupe","Guadeloupe","15h Workshops, (photoshooting & pool party in extra)",,,,,2023-01-26T18:14:33Z,,"dfcac51c-6fb7-4cea-95a4-4d56b71a4930",2023-10-17T11:45:04Z,,,true,,,"/workshop/","/event/caribbean-pole-camp---pole-sport"
"Seamless Flow Magic","Workshop",,"2024-01-20","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/jYJdZP9",,,"Alle Level","ab 65,00 €",,"Pole Flow","<p class=""font_8"">Seamless Flow Magic mit Laura Lou</p>",,,"14800fd6-3c84-48d8-a48a-43a439706836","Gottmadingen","Deutschland",,,,,,2023-12-03T19:12:32Z,,"e08c3de8-3b1a-442e-9b75-c7e463580ede",2023-12-03T19:13:22Z,,,,,,"/workshop/","/event/seamless-flow-magic"
"Open Europe - Pole Championship","Wettkampf",true,"2023-06-24","99155999-c0cc-4441-a5ae-215d1c95ac4f","https://instagram.com/open_europe_polechampionship?igshid=YmMyMTA2M2Y=",,"2023-06-24",,,,,"<p>New competition of Pole Championship Network: <span style=""font-weight:bold"">Open Europe - Pole Championship</span>.</p><p> </p><p><span style=""font-weight:bold"">Pole Championship Network</span> has more than 15 years of experience and it is present in several countries like Chile, Argentina, Mexico, North America, and more others, apart from having a Pan American and World competition, where several athletes for different countries compete every year showing us how good they are.</p><p> </p><p>You can learn more about them and us here:</p><p><span style=""text-decoration:underline""><span style=""text-decoration:underline""><a href=https://www.youtube.com/watch?v=NUagvTq0cyY target=_blank>https://www.youtube.com/watch?v=NUagvTq0cyY</a></span></span></p><p><span style=""text-decoration:underline""><span style=""text-decoration:underline""><a href=https://www.youtube.com/watch?v=djyfDZeNGuM target=_blank>https://www.youtube.com/watch?v=djyfDZeNGuM </a></span></span></p><p><span style=""text-decoration:underline""><span style=""text-decoration:underline""><a href=http://polechampionship.net/ target=_blank>http://polechampionship.net/</a></span></span></p><p> </p><p>This year we have decided to make for the very first time the European version organized together with Pole Dance Aalen.</p><p> </p><p><span style=""font-weight:bold"">Date: June 24, 2023</span></p><p><span style=""font-weight:bold"">Place: Berliner Pl. 1, 73430 Aalen, Germany (Stadthalle Aalen)</span></p><p> </p><p>This competition is for every pole dancer based in Europe (including of course non-European people based here) and has different categories for females and males (amateur, professional, elite, doubles, parapole, and pole show).</p><p> </p><p><span style=""font-weight:bold"">Registration will open on January 5, 2023.</span> You can register in our page http://www.polechampionship.net</p><p> </p><p>Do not forget to check our <span style=""text-decoration:underline"">Instagram:</span> https://instagram.com/open_europe_polechampionship?igshid=YmMyMTA2M2Y=</p><p> </p><p>If any doubt just send us an e-mail: openeurope@polechampionship.net</p>",,,,"Aalen",,"Pole Championship Network has arrived to Europe! Save the date: June 24, 2023 - Aalen Germany. A pole dance competition for every pole dancer based in Europe. Registration opens on January 5, 2023. ","<ul><li>Amateur</li><li>Professional</li><li>Elite</li><li>Pole STARS</li><li>Doubles</li><li>Master (+40)</li><li>Master (+50)</li><li>Youth (7-10y)</li><li>Junior A (7-10y)</li><li>Junior B (11-14y)</li><li>Parapole</li><li>Pole Show Professional</li><li>Pole Show Elite</li></ul>","wix:image://v1/991559_e799a1edefb74111b74902aeb0ed135a~mv2.jpg/portada.jpg#originWidth=1280&originHeight=511",,,2022-12-27T09:51:59Z,,"e0972ca5-fb6d-4f46-997c-51826f9043c4",2023-06-26T17:30:28Z,,,true,,,"/workshop/","/event/open-europe---pole-championship"
"How to invert Workshop","Workshop",,"2024-01-20","284241e1-0e53-4183-b67f-34edcfb7c8b1","https://www.eversports.de/e/workshop/5id4nVo","12:00 - 13:30 Uhr",,"Alle Level","ab 35,00 €",,"Pole Tricks & Technik","<p class=""font_8"">WE GO UPSIDE DOWN!</p>","<p class=""font_8"">Anna</p>",,"caeb8b6e-1459-428f-ba21-d6fa39cd2052","Aachen","Deutschland",,,,,,2023-10-29T11:34:25Z,,"e0cd1098-bbdf-4276-9694-ec96b01f1916",2023-11-01T14:02:04Z,"<p class=""font_8"">Herzlich, Frohnatur & Physio- Spezi. Anna kam 2017 zu uns ins Studio und bereichert nun seit 2019 unser Team! Neben Pole Dance begeistert sie sich auch für Yoga und Turmspringen. 

Anna studiert zudem Linguistik / Phonetik und Skandinavistik an der Uni Köln.

Teaching language: German & English </p>",,,,,"/workshop/","/event/how-to-invert-workshop"
